Protein	FN1	FN2	FN3	FN4	FN5	FN6	FN7	FN8	FN9	FN10	FN11	FN12	FN13	FN14	FN15	FN16	FN31	FN32	FN33	FN34	FN35	FN36	FN37	FN38	FT1	FT2	FT3	FT4	FT5	FT6	FT7	FT8	FT9	FT10	FT11	FT12	FT13	FT14	FT15	FT16	FT31	FT32	FT33	FT34	FT35	FT36	FT37	FT38	PN1	PN2	PN3	PN4	PN5	PN6	PN7	PN8	PN9	PN10	PN11	PN12	PN13	PN14	PN15	PN16	PN31	PN32	PN33	PN34	PN35	PN36	PN37	PN38	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT8	PT9	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT31	PT32	PT33	PT34	PT35	PT36	PT37	PT38
P51398	7801.5	8776	4616.5	13710.5	7094.5	7417	8386.5	14608	11935	8122	12149.5	7359	6493	8227.5	18906.5	9379.5	11912	22416.5	10702.5	11267.5	10307	11960	9272	7262.5	11313.5	14195	20388.5	11404.5	8822	7665.5	5458.5	19929	16296.5	10670.5	9723.5	10294	20520.5	10943	10616.5	9570.5	13741.5	6263.5	24419.5	22623.5	4336	9894.5	10826	7615	7424.5	8579	5420.5	8257	5796.5	6459.5	11020.5	10277.5	12469.5	10943.5	13254.5	14021.5	10440.5	8200.5	9423.5	11441	9813	11376	8983	7805.5	7957	23074.5	10203	12297	5092	13497	4974.5	7362.5	7008	7931.5	8086.5	14081.5	5076	12968.5	17588.5	17952.5	11816	9574.5	9425	10161	12764	14112	9298.5	11181	13621.5	10042.5	4637.5	13351
P51452	34178.5	46159	41849	35607.5	46568.5	47182.5	47339.5	43632.5	42259.5	49041.5	43635	27208.5	68617.5	21844.5	72521.5	42930	44326.5	49726.5	47423.5	47243.5	34929	46106.5	45202.5	38414.5	38237.5	43499	33454.5	36583	41154.5	73430	44596	62156.5	36214.5	32446.5	47153	42119.5	53768.5	27319	50399	31858	48787	42469	46022.5	49001	49944.5	51667	38198.5	45289.5	22284	27518.5	33215	29523.5	19769	31371.5	31900	33775.5	14347.5	26343	25942.5	40817	23256.5	30346.5	32741.5	35434.5	37608.5	35096	37197	29672.5	37241	30698	29267.5	39972.5	26644	31075	25104	25004	38365	25829.5	29117	31269.5	24401.5	25872	31461.5	29945.5	25760.5	25900.5	25443.5	21298	47881	33535.5	35837.5	14252	31704.5	34908	14145	35747.5
P51553	4114.5	8392	3602	4897	4475	5824.5	7986.5	8604.5	5402.5	6116	5359.5	6468.5	2642	3185	2320	3009.5	8700.5	8600.5	3480	9078.5	5029	5290.5	1308.5	3242.5	6661.5	4770	8277	10802	7790.5	4643	6089	5913	6348.5	5787.5	2875	9156.5	2796	3081.5	5826	4501.5	10798	3794	5647	4935	3953	4807.5	8635.5	4070	4086.5	7006.5	3879.5	8009.5	9118.5	9791	8843.5	9398.5	7018.5	8676	3225	3338	9177	2361.5	5513	7300	4493.5	10000.5	14290.5	9128	5782.5	5343.5	3659	5591	9724.5	4632	7337.5	5918.5	8888	7686.5	10724	7411	2128	6418	6252	3254	9348.5	7013.5	5328.5	4714	4315	6240	7299.5	8667	7339	6127	4894	3781
P51570	10520	25498	21531	17671.5	25999.5	29900.5	11909	8223	26368	34612.5	15464	12751.5	24856	25472	33825.5	32245.5	24045	20421	22634.5	38721.5	9631	27929	11757	22366	25385	17745	44127	20241	31760	28619	8595.5	28001	27677	20693.5	16886.5	20593	23183	30206	26303.5	31527.5	25028	30974.5	43094.5	7158.5	31505.5	26952	61725	42563.5	43666	26279.5	60483.5	47842	37039.5	51269.5	35155.5	29078.5	58218.5	17100	13141.5	34761.5	36489	44021	41322	36422	6261.5	41461	155586	29792.5	24904	36400.5	62184	24126.5	36665	30391	44531.5	25016.5	24879	32406.5	26431	26543	37091.5	68355.5	14105.5	12219.5	67543	24042.5	37317	48974.5	20698.5	34381.5	28562.5	23292	30776	70795	29621.5	43551
P51571	18407	23023	25459	19826	21580	22594	26037.5	14491	19901	20862.5	17799.5	22336.5	18262.5	25203	19418	14627.5	23149	14114	11527.5	23041	14103.5	20757.5	12133.5	15551.5	22928.5	24623	27712	35783	28037	20560	13516	16928	22938.5	15015.5	13390	17815	19665	15395.5	22266.5	32168.5	30665.5	18449	23274.5	19033.5	20473	16750	13456	17498.5	37237.5	20670.5	22534	14202.5	26833.5	28797.5	22681	17026.5	23109.5	21136.5	24456.5	15146	17627	40051	20816	39097	19807	21879.5	12996	15415.5	21774.5	21169.5	15320	12173.5	18935.5	22559	27319	33643	42477.5	24344.5	18509	20994	26233.5	31829.5	31761	23343	15485	25586	22401	26674	23136	20394.5	16024	33048	21714.5	22470.5	15165	27859
P51572	6935	11675	6593	12608.5	7906	23248.5	16246.5	11188.5	17239	24097	11952.5	6849	20232	19133.5	21000	18062.5	15000.5	17238	9684	15642.5	10583.5	13359	14184	19709	15454.5	13767	7896.5	9858	10333	9439	21471.5	12527.5	12083	9886	6549	6035.5	18027.5	15902.5	15627	10188.5	60210.5	16741.5	69099.5	15051.5	14599.5	8612	15011	22883.5	18187	16778	15533.5	14590	14019.5	25128.5	18451	20138.5	14814.5	18706	24701.5	33067	22294	15022.5	24398.5	29055.5	15579	11760	12292.5	16461	13637	10596.5	8586	14516	20206.5	20380	12898	12810.5	18515	22320.5	27501	29221.5	13844	14542	24385	19240.5	21888.5	25336.5	21976	21461	46868.5	27561.5	25034.5	28430	31427.5	22814	11654.5	32164.5
P51587	190417.5	233342	193544.5	242032.5	266152.5	256898.5	193630	135265	174921.5	148398.5	194202.5	175221.5	168416	300477	164027	231597	154110.5	152668	175640.5	169089.5	190961	175070.5	144064	178094	283249	221280	223874	188722.5	245724	249224	162742.5	146268.5	163125	144363	144368.5	92758.5	149660.5	154673.5	181442	205393.5	176439	182939	195749.5	186578	184411.5	102019.5	148845.5	189085	192177.5	177740.5	200998.5	167810	165206.5	181737.5	160982.5	126391	147574.5	154825.5	162515	145426.5	118604	211931	160653.5	195786.5	157080	156594.5	75212.5	149341	171559.5	147634	154722.5	151637.5	186453	167791	193418.5	207345	210205.5	209857.5	107642.5	128986	90331.5	84949.5	80058.5	179959.5	90445	228516	125363.5	208681.5	135391	166218	163504.5	208503	160066	173227	138067.5	195251.5
P51608	9142.5	8465	8897.5	7350	11272	8981	9555.5	10069.5	6606.5	10548.5	12427	7092.5	5495	6211.5	9343.5	9491.5	6157	10964.5	3692	7240	7639	12883	8429.5	9391.5	11706	7633	10554.5	9835	9374.5	10119.5	8399.5	4579.5	9140.5	4943.5	11470.5	5176	9514	4767.5	9338	10931	10290	13691.5	5532	7925.5	8399.5	7068	6960.5	3456.5	7530.5	6125	7364.5	5145.5	6838	9751	10027.5	8384	5034	4132.5	8553.5	10233.5	7842	9265	14072	15409	8167	6077	8803	8255	6238.5	5004.5	4984.5	8834	11306.5	7874	6370	7806	7676.5	6494.5	11974	9910	8177.5	4714.5	8082	7041	6613.5	7530.5	7466.5	12112.5	11588	14094.5	12016	7620	15889.5	5596.5	9691.5	9108.5
P51610	15271.5	29479	13050.5	12389	32829.5	11531.5	14772.5	18844.5	17633	35760.5	34320.5	10331	26385.5	16399.5	9694.5	19776	50287.5	10396.5	52941	19960.5	20517	17088.5	27674.5	9318.5	10328.5	31030	17616	52818	23895.5	14216.5	9741	22687.5	10500.5	11444.5	27440.5	6774.5	22596.5	41642.5	10781.5	9852	26750	12528.5	11664.5	12789.5	33335.5	14647.5	27013	12432	25378.5	19644	16611	13673.5	17242.5	18890	15058.5	16061.5	7105	12107.5	9135	11404	8319.5	20453.5	10548.5	11940.5	13300.5	12288.5	10843.5	20942	15567	12872	16431	9829.5	12392	9111	9897	10902	8874	13404	14121.5	14913.5	9809.5	12885	12036.5	12034	17369	22424.5	10936	13607	9859.5	11055	7388.5	9399	10727	11859.5	11772	12954
P51648	15770.5	17665	14126	14136.5	13160	26276.5	17418.5	10357	12412	19692	12891.5	11621.5	14761.5	21725.5	23582	14372	13067.5	8372	18684.5	15199.5	7992	13494	14232.5	15884.5	21597.5	15510	16680	21237.5	16985	18848.5	14115.5	10069.5	8317.5	10811.5	10142.5	12456	9275.5	13234.5	19450.5	13052.5	12642	11339.5	12025.5	13149.5	14067.5	13538	10889	13036.5	21898	18279.5	17689	18109	18471.5	21502	19560	17395	13701.5	18922	20884	24179.5	13403.5	19814	19208	18207.5	14396	17356.5	13162	18517.5	16413	20083	19781.5	19041	17542.5	16567	18399.5	16765.5	19863	19155	15027.5	13684	11266.5	23150.5	14415	13285.5	16228	18655.5	13918	18407.5	10005	14349	12991	18590	12427	11858	16589	15744.5
P51649	15865	15890	54519	16760	18508	23364	15670	10834	14971.5	22422.5	2101.5	12788.5	3112	61491	9510.5	16361	8467.5	18808	10930.5	7664.5	11273	5682.5	19690.5	11280	35245.5	13126	21365.5	16099.5	17604.5	20830.5	15523	1339	14564	28839.5	8575.5	26509	8082.5	14589	8942	22584.5	16836	4360.5	12809.5	14498.5	11712.5	12741	13390.5	10461.5	12939.5	11392	9786	8676.5	10202.5	14338.5	9424.5	17386	5589	14521	15936.5	17970.5	5802	6960.5	12878	8128.5	23119.5	10456.5	24357	8118	20378	23752	15126	8680.5	13709.5	14050	10748	12439.5	17672	13863	17595	10197	8585.5	3667	14886.5	14897.5	9204	7863	13357	14739.5	37910.5	21136	15524.5	10708	5349	8203	15472	24396
P51659	23435.5	43964	38976	38728.5	35326	76730.5	38719.5	45396	47637	65717.5	48275.5	25119.5	56664	19219	119158.5	14356	62479	30625.5	13442.5	55528.5	29258	53048	30858.5	28753.5	40215	37383	109787.5	34642.5	65017	87272	46332	51220.5	40592	43387	45584	46198	65543.5	22321.5	73880	66847	184396.5	105121.5	61792	50307	52767	34856	41001	60681.5	29714.5	24931	25826.5	22633	25796	44850	24607.5	38084.5	27629.5	29614	41385	55898	28275.5	16794.5	43221	36438	41395.5	17075.5	19564	14912.5	25943.5	19649	16389.5	28076	46512.5	34123	48727	36198	50104.5	45368.5	50980	51063.5	18279	21375	37068	24776	24750	32437	32431.5	58678	119417	69780.5	47021	60969	32570	28257.5	39536.5	46298.5
P51665	10749	12188	4937.5	11988	15322	29081.5	7367	23600.5	21430.5	13174	20375	12879.5	7611	8497.5	7887.5	13126	10156	19390.5	18529.5	10415.5	6685.5	39643	20450	30871.5	26454.5	6917	17678.5	19505	17810	11672.5	9045	21682.5	12164.5	12228	12558.5	5278	15626	12693.5	18044	16553	16322	15535	7037	6265.5	10222.5	35210.5	8150.5	7308.5	21851.5	21512	19314	11919	19294	30399	12748	17092.5	3657	3798.5	6184.5	23235.5	31070.5	15251.5	16253.5	24863.5	21133	24674.5	5038	18243	6927.5	10912.5	18999.5	30452.5	24627	7036	10546	19672.5	21259.5	15048	9682	8432	12097.5	9947	18965.5	6415	11118	10372.5	5314.5	21772	13963	32226.5	10450	16049	13276.5	32036	23680	15466.5
P51688	93676	75679	20031.5	34814.5	16153	14425.5	16876	86238.5	21532.5	42578	76719	76253	72190.5	118751.5	62147.5	66759	40695	20211.5	41980.5	37330.5	81240	97543	17350.5	52402	25052.5	40016	69581.5	54946	125072	21969.5	19956.5	43543	27406.5	72042	58766	50142.5	29830	150273	97912	47873	55555	22827.5	57408	29122	64736.5	42111	25461	13597	251675.5	79986	60328	39376.5	347018.5	263778.5	53569	30958	47657	62002.5	32057.5	61677.5	62708.5	92612	75838	52495	46594	53669.5	60239.5	83931	48856	144566	47905.5	70930	226009	62479	341212.5	494384	126102	44391	32121	36553	42593	49754.5	19173.5	40853	65009	63039.5	47110.5	29442.5	70949.5	61629.5	75587.5	57415	115915	80408	80437	33213
P51812	64376.5	4848	6671	57935.5	7977.5	7843.5	40956	5712.5	4999	6127	5949.5	4709.5	8111.5	4886	8513	9043	5395.5	9536	6662	5739	4708	7209.5	6841.5	5205.5	64925	6070	44987	2808.5	47392.5	8142.5	8296.5	9086	3533	6305.5	4235.5	6940	7977	6297	10149	11226.5	21285	10549	4673	6056.5	7090	6260	5139	6713.5	52409.5	17158	103606	96714	72547	7444.5	49965.5	6028	4678	4205.5	6928	8018.5	3882	19611.5	8206	7168.5	6586	5696.5	7116.5	7733	5098.5	6876.5	8448	6722.5	21239	5523	71134	54302	45443	6760.5	9707.5	5919	5606.5	3475	8300	6225.5	3602	6321.5	5827	6322.5	17228	8262.5	8133	3774	10579.5	5918.5	5916	6421
P51858	9315.5	24789	15335	18291.5	20038	24390.5	9617	12469	18876.5	17894	15435	10773	18551	8960.5	12555.5	12322	21821.5	11920	7415.5	16374	14181	35450	11074.5	17781	13100	23661	18915.5	21370	27109	23331	20515.5	14593.5	23427	8232	14010	17671.5	18611.5	14207.5	18275.5	26195.5	37506.5	26518	14932	21892	23220.5	10610.5	15308	19812.5	12407.5	13341	10558.5	11278	9576.5	12571	13406	9683	11160	10705	16022.5	26575	11641	10415.5	20736	22955.5	16689.5	14757.5	11385.5	10383.5	15171.5	17790	8328	12609.5	25837	20783	16466	25612	20733	28790.5	25185	31317	6206.5	14861	22219	19726.5	12826	19868.5	13108.5	22528.5	55874.5	29363	38447.5	36435	13451.5	13838	6093	45679
P51884	485462.5	522000	193460.5	483914	511248	448411	311060.5	295674	592722.5	436395.5	418575.5	350051	417233.5	940225.5	564465.5	572212	344189.5	161985	431313	349891.5	530744	964502	194349	760462	331568	321589	625948	487171.5	474732.5	441841.5	258518.5	160910	984905	177844.5	321150.5	362644.5	598839	619318.5	437709.5	953803.5	163199	580528.5	209250	534995	435977	672486	597329.5	154070.5	180211.5	127924	180753	165517	231414.5	147032.5	219043	163137	128040.5	151335.5	164384	67845	178678	159911.5	273179.5	316061	164815.5	213005	284466.5	277395.5	211185.5	346404.5	245696	285519	235977.5	215378	154181.5	247792	85140.5	154486.5	133264	198489.5	309391.5	179809	144087.5	193458	158875	152096	185498.5	293507	96714.5	290216	167218.5	226679	197172.5	190999.5	191873	193597
P51888	539307	254056	146364.5	277795.5	353952.5	288328	258853.5	254682.5	382206.5	260402.5	279297	332278.5	251256.5	627683.5	241229	491887	187838.5	364430	495822	212456	427461.5	519043	212532.5	575873.5	220349.5	189335	441708	350857	320131.5	337651.5	209019.5	315622	726469.5	228425	300703.5	188272.5	423143.5	393170	246839.5	568826.5	103900.5	378309.5	218562	449344	278233	608726.5	502455	230201	215478	76084.5	183963.5	208366	246761.5	172165.5	237771	164463.5	104091	97378.5	113328	19299.5	197501	142781.5	219113	140824.5	113400	159441	250056.5	261088	143172	94415.5	193031	221246.5	363283.5	131878	155340	90673	61963	121808.5	155034.5	53299.5	439200.5	74065.5	92618.5	123230	176057	90527.5	128710.5	259900.5	49863.5	269890	152038.5	135460	88706	211564	174338	143437
P51911	670887.5	219707	385183.5	427984	257466.5	281865.5	635228.5	401934	361115	225461	373538.5	218374	453895.5	258152.5	158289.5	527011	372018.5	172544.5	520070.5	368960	278922	150256	786317	761440.5	383160.5	446238	75190	308459	159999	144730	353593	124725.5	122086	509170.5	225177.5	39084	198256.5	219273	230234.5	163394	30951.5	165165	359686.5	286346	169061	277763	385494.5	149155	450189.5	655670	523467	582222.5	469860	470167.5	354100	321851	406848.5	424923	780910	220510	729320.5	574008	459236.5	254162	598204	799746.5	896691	930755.5	547272	299662.5	526396.5	762366	395286	164347	381250	252516.5	429058.5	205942	268495.5	68865.5	397426.5	391381.5	611954	527506	434166	506613	314014.5	347802	25516.5	337587.5	256887.5	47775	185685	518613	290804.5	198102
P51970	6636	7207	6657	10552.5	12091	12442.5	8593.5	10300.5	8999	9485.5	9300	6692	9309	4551	10317	4677.5	7658	4919.5	4605.5	7583.5	4738	8529	1753	7106.5	10707	5779	11415	8544.5	14920	13167	16431.5	4860.5	6044.5	5184	10081	13931	11717.5	4265.5	9005.5	8486	18323.5	12429.5	13390.5	5381	10262	8304.5	6821.5	8130	3743.5	4371	5752	7294	4100.5	6202.5	5290	10455	15363	7329	6592	6658.5	10254	9962	3493.5	3934.5	20055	9942.5	16268.5	6543	14656	2930	2685.5	6487	6048	3988	5931	2883.5	5080.5	3954.5	6262.5	4914	6936.5	4246.5	5504.5	9481	25578.5	6957.5	6965.5	6773.5	7187.5	5874	4796.5	2820	3774	16550.5	13002	4856.5
P51991	23728	65249	57865.5	44370	57447	69426.5	26471.5	22111.5	49908.5	34365.5	57105	22732	36559	91895.5	27572.5	11022.5	68607.5	15356	25741.5	60226	27413.5	77635.5	29535	39658	45151.5	39353	58682.5	32572.5	62320	49179.5	40385	15486	74698.5	23065.5	37976.5	38817	38177.5	15998	40731	51264.5	87700	64762	54555.5	21281	39917.5	33062	22201.5	25846	43583	40132.5	33081	33845.5	28872	52178	32724	39467	21232	30999.5	51538	86041.5	30919	20805.5	48599.5	48395	54124.5	37588.5	16109.5	23211.5	41862	34666.5	23847	33502	43701	63832	45382.5	44309.5	44793.5	78394	53670	69497	35894	12785.5	49590.5	56020	37672.5	53660.5	27539.5	65412	105883.5	80151	109206.5	86565	46735	37324.5	43920	137054.5
P52179	91771	130806	178266.5	119440.5	164471	165742.5	99297	71830	110340	148555	160703	84480	94164	148335.5	166044.5	107502.5	90379.5	104480.5	113558	100825.5	132316.5	122265	149876	82539.5	114753	145017	117963.5	115616	119036	149596	121371.5	81856.5	82100.5	156310	104491	147961.5	104412	144498.5	119618.5	132016	87398.5	128021	104216.5	88897.5	86644.5	110426.5	127506.5	112466	131159.5	145961.5	128904	117317.5	159806.5	128164	115818	120483.5	105601	120071.5	145396	147224	123707	176665.5	141576.5	147373.5	179451.5	128776	145858.5	109829	158186	148352.5	160296	132564	137428.5	131246	164622.5	144324.5	146819.5	149221	132453	108786.5	91880	160866.5	114031.5	125322.5	117286	143720.5	127173.5	112198	118897	125436.5	150413.5	200616	105915.5	111640.5	145730.5	122232
P52209	17470	37024	33756	32011.5	32100.5	43088	25899.5	29096	9324.5	31855	31079.5	23564.5	33578.5	29737	37199.5	23704.5	25047	28590	21010.5	28011	19327.5	31019	26052	21752.5	30730.5	30852	40278.5	24894	40517.5	40953	25433.5	25264	20122.5	21208	21173.5	32101.5	26653.5	30014.5	33233	23202	49201	26581	32389.5	22976.5	34977	18277.5	24635.5	50415	30271.5	32496	31709.5	30018	25075	37539.5	31362.5	34255	17037.5	27204	37605	40407	16219	30284.5	33135	31813.5	34137.5	25696.5	17785.5	19085.5	22652	28504	20763	24669	34731	37344	39727.5	24755	37261.5	38537.5	32363.5	27572	16163.5	16314.5	31082.5	38220.5	22423.5	36059.5	26123	35011.5	42082	25113.5	32385	34271	22406.5	24565	32785	49159.5
P52272	49544.5	96307	51686	76113	94179.5	106013.5	62049.5	64054	59436	82763	58854	45205.5	63384	30482	93796.5	15440.5	77200	63725	14308	86303.5	43605.5	111985.5	36446	53408	88915.5	92908	115086	65151	116167.5	113266.5	132008.5	32687	79382.5	29850.5	79234.5	107143	92529.5	32313	88013	86540.5	156481	120106	138022.5	79939	98835.5	61968	72157.5	143124	35550	22514.5	26718.5	27803	26162.5	46872.5	32181	37240.5	18160	20974	43559.5	73947	29162.5	16471.5	47412.5	36434.5	51046.5	28277.5	15708.5	16997.5	34492	35834	16373.5	26609.5	43443.5	40030	39150	38429.5	46193	62895.5	71761	55075	29828	16152	41888.5	38627	32899.5	38069.5	35430	43557	88511	57938.5	74881	73196	33760	31528	24493.5	99863.5
P52434	3020.5	4598	2827.5	2055.5	3459.5	4067	3737.5	6047	3732.5	2080.5	3908	5429	3598.5	2282	3843.5	2342.5	9033	2684	3816.5	3970	3380	8092	6644.5	3875.5	2785.5	2045	4454.5	7766.5	4749.5	2094	6240	5648	6422	5727.5	4163.5	5557	5617	3758.5	4693.5	3656.5	5917.5	4600.5	5897.5	3285.5	4503	3852	4365.5	6767.5	4461	2513	2777	2320.5	2747	2141	2855.5	4414	2556.5	3946	2430.5	2014.5	3861.5	4677	5136	2996	4035	4503	11629	6077.5	4474.5	3260	2586	3196.5	3127	2625	1344	1865.5	1843.5	1312	4035.5	3385	3214	3919.5	4617	3537.5	6979	6182.5	3571	2187.5	3966	3974	4264.5	2169	2954.5	5019	4682.5	3457
P52564	14378.5	18746	21996.5	12126	23875	28114	7196	9577.5	13874	13110.5	15855.5	6287.5	17022	29468	16789	11182.5	19089.5	7066.5	7967.5	16220.5	8461	27745	5041	16425	20643.5	20018	22923	19999.5	39665.5	18601.5	6744	4471.5	16145	3924	7514	6767	9814.5	13836	25183.5	13087.5	29440.5	15960	7838	6364.5	13755.5	12015.5	4945	5872.5	24156	21646	25532.5	19925	16064	27973.5	18404.5	11900.5	7884.5	14200	15591.5	22518	9141.5	20009.5	17203	25528	7486.5	7118.5	16139	4706.5	10761	7322	8547	9500.5	19056	16530	25539	19872.5	17595.5	40925	12036.5	7239	11895	7871	8814.5	9144.5	11987	21689	11000.5	16847.5	15320.5	11684.5	7396	13437	10174	8259.5	7233	12872
P52565	30932	67881	25549	39029.5	54087.5	60213	30909	29985.5	37180.5	41501.5	38137.5	25650.5	34978.5	24516	40941.5	29358.5	40934.5	16941	21545.5	32549.5	34825	54412	23256.5	39737	49411.5	51974	53072	31252.5	71946	67976	23654	20086.5	31268	21993	27720	40011.5	33802	24845	46776	35960	89125.5	39527	46231.5	34395	49605	31879.5	29526	33999.5	42301.5	38225.5	37422.5	33434.5	32900	39195	26655	32882	23803	27653.5	38566	46193.5	23921.5	35897.5	42457.5	42926.5	26163.5	24035.5	38771.5	15681.5	27659	29382.5	26686.5	25001.5	45056.5	53413	49400	50680.5	55770.5	53929.5	36784	28617.5	15278	23583	26988.5	22816.5	17943.5	48187	29024.5	45879.5	58231.5	37362.5	47634	54320	36717.5	27210.5	34273.5	55602.5
P52566	27851.5	24201	16859.5	8703.5	21397.5	18861.5	8853	13687.5	15726	16747.5	17534.5	8253	11191	21404	17432.5	12475	19986	17003	11793.5	12586	22407.5	24169	19064.5	12443.5	28687.5	15730	13959.5	9671	25096.5	22315	14940	14311.5	33487.5	7226.5	12962.5	11980.5	20596	10020.5	22208.5	16373.5	17564.5	25864	17669	15393.5	24073	13012.5	14053.5	15199.5	13483	12550	10383	9259	17224.5	13106	10000.5	10900.5	15383	12571	12819	13271.5	10374	14404	10652	11833	13933	16475	17173.5	18327	17253	16799.5	17328	12816	16174.5	13261	16296	15464	12800.5	12321	13411	12634	10589	15267	9177.5	13206	13065	9957.5	13803	17635	14676.5	22533	18292.5	12453	19007	11037.5	11518	22548.5
P52594	2906.5	6334	2380	4752.5	6581.5	5736.5	2730	2623.5	3330.5	4380.5	6638.5	3103.5	3544.5	13921	5047.5	6453.5	8768	2468.5	4115	4742.5	2592.5	9511	3060	2940.5	3411	5197	5934.5	3693.5	5875.5	6934	5095.5	4007	1644	2295.5	4787	4227	2631	2746.5	3921.5	2471	5368.5	4803.5	4589	3602.5	4029.5	5318.5	4239	4106.5	5717	2011	1229.5	3467.5	2525	6602.5	3204	5184.5	3859	2850.5	3098.5	4715.5	2865.5	2584.5	4212	2271	5756.5	4619	4886.5	4676.5	2269	5025.5	4306.5	3085	1749.5	2631	2008.5	3028.5	2037	1852.5	5365.5	7402	2429.5	3718.5	4614	5585	3574	12268	3787.5	6808	3930.5	4066.5	3796.5	3420	3790	2524.5	5994	5139
P52597	25151.5	33123	32826.5	41277.5	20022.5	35265.5	21127	10307.5	14529.5	10968.5	9670.5	25996	20002.5	19744	12273	19145	15099	3022	7518	14889	24087	14473.5	9394.5	13390.5	35962.5	30108	31276.5	34264.5	12844.5	37466.5	7806.5	6555.5	13624	4361.5	5028	11846.5	8583	10569	11815	19023.5	17000	10198	14819	21035	19982.5	14855.5	9559	6039	38388.5	38360.5	44370	46501.5	41506.5	29939	36669.5	31577.5	36951.5	30799.5	18291	27830	22354.5	46062.5	20159.5	26287	21185.5	38461.5	29793.5	20583.5	28954.5	19450.5	22974	35222	37333.5	39854	67586.5	52941	71778	39414.5	24786	29080.5	15734	42933	32503.5	19351.5	26823.5	43416.5	36554	31008	26592.5	20870.5	4953.5	36894	24060	22828	24118.5	20974.5
P52657	1021	6707	3919.5	5786	3812.5	6175.5	2999.5	5046.5	7681.5	8263	6029	8609.5	8931	5458.5	7341.5	5461	8214	5492	4826.5	5139.5	4483.5	11356	4126.5	6710	5201	5950	8814	2418.5	8506	7045	6838.5	5756.5	8345	4643.5	5388	9098	11052	3441	8320	3997.5	14710.5	11385.5	3659.5	4224	4864	4035	2859.5	9159.5	2319.5	1852.5	3003.5	2454.5	1566.5	2884.5	4008.5	4294.5	3913	2895	1757.5	9085	4257.5	2048	4488.5	2917	4246	1854	2725	3196.5	3563.5	3511.5	3208	4846.5	3147.5	4449	2325.5	3159	2788.5	3975	4903.5	4446.5	4075	11073.5	5161.5	3079	2764	3662	3664	3829	10783.5	5977	7677.5	6811	6652	4457.5	4899	8858
P52758	13289	13311	14668.5	17140	16839	16397	11312.5	12232	14613	15012.5	10253	15821.5	13689.5	15128	16922	19115.5	13514.5	13126.5	10143.5	11094	15163.5	19542	9695.5	10096.5	18740	13144	22055	9876.5	14616.5	20943	10245.5	14113	10241.5	18180.5	12936.5	21797	12926	17036	18844	14696	14705	19811	14633.5	17539	14947	13605.5	12691.5	13115	21492.5	20166.5	15955	17438	21783.5	20365	11986	8212	8575	12745.5	15449.5	33653	16147	14766.5	12667	16230	11224.5	12421.5	12257	12764	14735	16946	16570.5	17334.5	17970	17283	18043	17492.5	17854	14910.5	18082.5	10748.5	5780	17375	17508.5	9421	15294	21617.5	15380.5	12673	14297.5	14314.5	15935.5	16562	10892	11071	20786.5	15047
P52788	7305.5	13250	5811	11581.5	22799.5	27423.5	9552	16105.5	15973	20474.5	12883	11349.5	17031	9800.5	20052.5	7795.5	13566	6905	10382	12168.5	13152.5	23271	7982.5	14608.5	15847	10894	20915.5	11118	41570.5	27043.5	10875.5	10658	8355	8319	5082.5	8976.5	8825	8963	27079.5	3216.5	18858.5	9195.5	11543	11859	43317.5	4013	8280	8484	10173.5	8939	8096	5913	9940.5	19404.5	11734.5	16198.5	8537.5	9635.5	17983.5	38023	11277.5	3323.5	19606	22955.5	13018.5	8293	6188.5	7199.5	11552.5	10748	4209.5	12147	14445.5	6895	21768	19357.5	27401	36899.5	16656	13831	4822	7334	13890.5	13551	11469	10067	36370.5	9686	26827.5	8356	12317.5	5895	12330.5	6377	11790.5	12428
P52799	8555	5963	6768	2685	6099	16068.5	1689	2479.5	5091	3547	2255.5	3613	4048	2661	3333	3631.5	3634.5	1761.5	2410.5	3601	5121.5	3708.5	1385.5	3469	6645	5362	17758	11631	6732	15874.5	6538	1610	2378.5	485	1837	4026.5	2620.5	5402	5794.5	2852	3021	4080	3001	4013	1879	4913	1902.5	1986	14523.5	14165.5	14678	15983	14447	10078.5	12268	8845.5	10510	12072	9420	8936	7314.5	8720	4150.5	8687	9853.5	9046.5	8162	2452.5	4225.5	9734.5	8372	715	14327.5	10923	21026.5	10209.5	28301.5	24469.5	10144	8487	5987	12170.5	8522.5	5741.5	8200.5	10340	9301	9961	7094.5	6765	8930	10886	5777	2413.5	10546.5	6028
