Protein		Gene 	SWATH_DCIS_1_1.mzML	SWATH_DCIS_1_2.mzML	SWATH_DCIS_2_1.mzML	SWATH_DCIS_2_2.mzML	SWATH_DCIS_3_1.mzML	SWATH_DCIS_3_2.mzML	SWATH_DCIS_5_1.mzML	SWATH_DCIS_5_2.mzML	SWATH_DCIS_6_1.mzML	SWATH_DCIS_6_2.mzML	SWATH_DCIS_7_1.mzML	SWATH_DCIS_7_2.mzML	SWATH_DCIS_8_1.mzML	SWATH_DCIS_8_2.mzML	SWATH_DCIS_9_1.mzML	SWATH_DCIS_9_2.mzML	SWATH_DCIS_10_1.mzML	SWATH_DCIS_10_2.mzML	SWATH_DCIS_11_1.mzML	SWATH_DCIS_11_2.mzML	SWATH_DCIS_12_1.mzML	SWATH_DCIS_12_2.mzML	SWATH_DCIS_13_1.mzML	SWATH_DCIS_13_2.mzML	SWATH_DCIS_14_1.mzML	SWATH_DCIS_14_2.mzML	SWATH_DCIS_15_1.mzML	SWATH_DCIS_15_2.mzML	SWATH_DCIS_16_1.mzML	SWATH_DCIS_16_2.mzML	SWATH_DCIS_17_1.mzML	SWATH_DCIS_17_2.mzML	SWATH_DCIS_17_3.mzML	SWATH_DCIS_18_1.mzML	SWATH_DCIS_18_2.mzML	SWATH_DCIS_19_1.mzML	SWATH_DCIS_19_2.mzML	SWATH_DCIS_20_1.mzML	SWATH_DCIS_20_2.mzML	SWATH_ERPR_1_1.mzML	SWATH_ERPR_1_2.mzML	SWATH_ERPR_2_1.mzML	SWATH_ERPR_2_2.mzML	SWATH_ERPR_3_1.mzML	SWATH_ERPR_3_2.mzML	SWATH_ERPR_4_1.mzML	SWATH_ERPR_4_2.mzML	SWATH_ERPR_5_1.mzML	SWATH_ERPR_5_2.mzML	SWATH_ERPR_6_1.mzML	SWATH_ERPR_6_2.mzML	SWATH_ERPR_7_1.mzML	SWATH_ERPR_7_2.mzML	SWATH_ERPR_8_1.mzML	SWATH_ERPR_8_2.mzML	SWATH_ERPR_9_1.mzML	SWATH_ERPR_9_2.mzML	SWATH_ERPR_10_1.mzML	SWATH_ERPR_10_2.mzML	SWATH_ERPR_11_1.mzML	SWATH_ERPR_11_2.mzML	SWATH_ERPR_12_1.mzML	SWATH_ERPR_12_2.mzML	SWATH_ERPR_13_1.mzML	SWATH_ERPR_13_2.mzML	SWATH_ERPRHer_1_1.mzML	SWATH_ERPRHer_1_2.mzML	SWATH_ERPRHer_2_1.mzML	SWATH_ERPRHer_2_2.mzML	SWATH_ERPRHer_3_1.mzML	SWATH_ERPRHer_3_2.mzML	SWATH_ERPRHer_4_1.mzML	SWATH_ERPRHer_4_2.mzML	SWATH_ERPRHer_5_1.mzML	SWATH_ERPRHer_5_2.mzML	SWATH_ERPRHer_6_1.mzML	SWATH_ERPRHer_6_2.mzML	SWATH_ERPRHer_7_1.mzML	SWATH_ERPRHer_7_2.mzML	SWATH_ERPRHer_8_1.mzML	SWATH_ERPRHer_8_2.mzML	SWATH_ERPRHer_9_1.mzML	SWATH_ERPRHer_9_2.mzML	SWATH_ERPRHer_10_1.mzML	SWATH_ERPRHer_10_2.mzML	SWATH_ERPRHer_11_1.mzML	SWATH_ERPRHer_11_2.mzML	SWATH_ERPRHer_12_1.mzML	SWATH_ERPRHer_12_2.mzML	SWATH_Her_1_1.mzML	SWATH_Her_1_2.mzML	SWATH_Her_2_1.mzML	SWATH_Her_2_2.mzML	SWATH_Her_3_1.mzML	SWATH_Her_3_2.mzML	SWATH_Her_4_1.mzML	SWATH_Her_4_2.mzML	SWATH_Her_5_1.mzML	SWATH_Her_5_2.mzML	SWATH_Her_6_1.mzML	SWATH_Her_6_2.mzML	SWATH_Her_7_1.mzML	SWATH_Her_7_2.mzML	SWATH_Her_8_1.mzML	SWATH_Her_8_2.mzML	SWATH_Her_9_1.mzML	SWATH_Her_9_2.mzML	SWATH_Her_10_1.mzML	SWATH_Her_10_2.mzML	SWATH_Her_11_1.mzML	SWATH_Her_11_2.mzML	SWATH_Her_12_1.mzML	SWATH_Her_12_2.mzML	SWATH_Her_13_1.mzML	SWATH_Her_13_2.mzML	SWATH_TN_2_1.mzML	SWATH_TN_2_2.mzML	SWATH_TN_3_1.mzML	SWATH_TN_3_2.mzML	SWATH_TN_4_1.mzML	SWATH_TN_4_2.mzML	SWATH_TN_5_1.mzML	SWATH_TN_5_2.mzML	SWATH_TN_6_1.mzML	SWATH_TN_6_2.mzML	SWATH_TN_9_1.mzML	SWATH_TN_9_2.mzML	SWATH_TN_10_1.mzML	SWATH_TN_10_2.mzML	SWATH_TN_13_1.mzML	SWATH_TN_13_2.mzML	SWATH_TN_12_1.mzML	SWATH_TN_12_2.mzML	SWATH_DCIS_4_1.mzML	SWATH_DCIS_4_2.mzML	SWATH_ERPRHer_13_1.mzML	SWATH_ERPRHer_13_2.mzML	SWATH_TN_1_1.mzML	SWATH_TN_1_2.mzML	SWATH_TN_7_1.mzML	SWATH_TN_7_2.mzML	SWATH_TN_8_1.mzML	SWATH_TN_8_2.mzML	SWATH_TN_11_1.mzML	SWATH_TN_11_2.mzML
O00159-2		MYO1C	Filtered	Filtered	Filtered	663.309265136719	134.629150390625	Filtered	Filtered	Filtered	44.7577819824219	41.4922409057617	86.1474456787109	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	101.153961181641	824.9091796875	Filtered	Filtered	Filtered	Filtered	Filtered	210.970565795898	Filtered	56.3770713806152	Filtered	139.11784362793	171.561660766602	162.108459472656	Filtered	Filtered	77.8135223388672	Filtered	603.654541015625	808.409729003906	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	51.2150421142578	Filtered	62.6578102111816	Filtered	Filtered	Filtered	46.9643058776855	Filtered	43.5667381286621	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	981.648010253906	Filtered	Filtered	48.7323608398438	27.4781494140625	Filtered	356.914642333984	222.279479980469	Filtered	57.0887145996094	Filtered	Filtered	Filtered	Filtered	Filtered	34.6854400634766	Filtered	60.9281234741211	Filtered	44.5659561157227	Filtered	33.871768951416	Filtered	51.8680534362793	Filtered	37.4371490478516	Filtered	Filtered	Filtered	Filtered	Filtered	38.2191848754883	Filtered	Filtered	48.274658203125	Filtered	Filtered	36.9772605895996	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	33.6496734619141	Filtered	57.2362251281738	Filtered	38.2326774597168	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	91.8330154418945	Filtered	Filtered	Filtered	Filtered	Filtered	422.966857910156	361.484558105469	Filtered	Filtered
O00170		AIP	64.4095687866211	49.3282165527344	70.0929870605469	65.9690551757813	63.0356559753418	74.2065505981445	43.5238914489746	52.2994956970215	95.9502105712891	105.144111633301	117.450691223145	58.2462997436523	78.3690719604492	69.9515228271484	63.5066146850586	78.0943145751953	49.4265480041504	42.0493621826172	44.9247016906738	77.2953948974609	58.5866928100586	91.2443008422852	62.336009979248	59.9712829589844	76.7192764282227	Filtered	47.1694068908691	Filtered	54.7133674621582	50.3859024047852	179.093353271484	151.311004638672	131.91552734375	69.0634231567383	102.110969543457	67.1150512695313	37.3484191894531	45.4657821655273	46.192268371582	76.892219543457	46.2333374023438	66.8393249511719	74.4155349731445	Filtered	34.6358985900879	Filtered	42.246940612793	55.7870597839355	47.1646537780762	61.4776840209961	49.8811492919922	64.1663970947266	59.7411842346191	47.4283714294434	67.7222900390625	58.6411437988281	70.5332641601563	130.781066894531	121.822082519531	60.0608253479004	65.2394332885742	Filtered	32.0877914428711	66.7195358276367	69.6368255615234	112.147048950195	69.9278182983398	72.1050491333008	60.5995101928711	69.0306625366211	48.3983268737793	Filtered	66.8120346069336	38.6923561096191	Filtered	61.9676513671875	Filtered	41.9114151000977	51.7896156311035	57.3050384521484	48.8856620788574	101.781356811523	38.7702293395996	49.0557861328125	45.7145919799805	75.6655502319336	62.5035667419434	51.5600738525391	48.7402534484863	Filtered	Filtered	Filtered	Filtered	55.94775390625	67.8800888061523	Filtered	37.9794998168945	111.020278930664	136.480697631836	35.6435279846191	46.4202156066895	Filtered	37.031982421875	75.0503616333008	43.1806793212891	58.1356811523438	34.3433151245117	67.6137619018555	59.8842849731445	74.722053527832	52.6557998657227	118.888137817383	90.1492004394531	48.5676879882813	38.6668968200684	64.120231628418	49.0898132324219	Filtered	45.8273048400879	70.1584167480469	44.6610145568848	63.1133079528809	54.2497329711914	62.2102432250977	Filtered	31.629753112793	42.5293998718262	65.7312927246094	47.2780380249023	Filtered	84.499755859375	52.310474395752	53.5409202575684	85.2754821777344	82.2104263305664	51.1768913269043	49.5330505371094	32.3051452636719	Filtered	49.6372680664063	43.1839141845703	55.9255142211914	58.7902030944824	Filtered	Filtered
O00182;O00182-2;Q8WYQ7		LGALS9	Filtered	Filtered	10.1913642883301	Filtered	15.243109703064	14.7380561828613	6.17358064651489	16.4570331573486	Filtered	Filtered	Filtered	7.48901414871216	Filtered	Filtered	11.3630170822144	Filtered	Filtered	Filtered	17.077953338623	Filtered	Filtered	Filtered	13.9506120681763	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	14.8571643829346	Filtered	1	Filtered	Filtered	12.4680061340332	14.0355854034424	Filtered	Filtered	51.391056060791	39.6649856567383	12.9451274871826	14.6175909042358	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	54.3164901733398	37.2674903869629	31.4191112518311	20.6252307891846	Filtered	11.3817462921143	18.660457611084	18.05198097229	61.3634834289551	44.3865623474121	37.0042572021484	Filtered	Filtered	Filtered	47.4311218261719	59.5074272155762	59.2039375305176	41.5322647094727	Filtered	11.720890045166	117.568603515625	37.5155410766602	Filtered	31.7369632720947	Filtered	42.9584350585938	30.3423690795898	23.1486625671387	41.1846122741699	32.850471496582	19.1303901672363	17.5000896453857	41.2433166503906	24.2392921447754	40.6642799377441	22.1421451568604	96.3766708374023	58.6244735717773	15.7883424758911	17.6710872650146	61.163257598877	43.7822952270508	16.8741798400879	Filtered	13.6590929031372	Filtered	Filtered	24.8691444396973	63.8069458007813	60.9513168334961	15.5887098312378	15.7886419296265	3.54400396347046	Filtered	26.8079204559326	18.7258644104004	21.2732067108154	1.85073840618134	36.2260475158691	19.8031311035156	21.3032341003418	18.6507415771484	43.9163589477539	27.2032089233398	6.88765525817871	23.0351676940918	Filtered	Filtered	Filtered	15.6636362075806	24.3988456726074	14.7799062728882	Filtered	6.94748878479004	24.6337356567383	17.2324523925781	Filtered	14.0126152038574	22.3312244415283	Filtered	Filtered	18.8143177032471	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	31.7826957702637	29.6336860656738	Filtered	Filtered
O00231;O00231-2		PSMD11	37.1537437438965	53.8115234375	109.517242431641	35.1817283630371	33.2782173156738	38.2561187744141	134.170974731445	53.724853515625	129.10871887207	129.56169128418	244.494400024414	231.029052734375	87.7992477416992	328.257019042969	183.625106811523	284.954345703125	103.303230285645	162.877410888672	124.024040222168	158.687973022461	36.3783874511719	68.3735275268555	31.1566429138184	39.4446640014648	138.86376953125	158.024429321289	48.9477958679199	73.2197265625	103.329475402832	152.605270385742	78.6790008544922	143.636581420898	87.1497955322266	77.9904022216797	56.2187881469727	304.519775390625	128.949859619141	81.6817169189453	32.9876365661621	74.6052017211914	78.6372222900391	93.9469680786133	118.430152893066	Filtered	119.85816192627	276.131042480469	115.522834777832	436.149353027344	176.851119995117	57.6331558227539	149.430114746094	158.686218261719	150.796417236328	284.967651367188	146.604232788086	190.816497802734	176.895416259766	68.8150177001953	49.7902603149414	90.0505065917969	106.392700195313	58.3616752624512	47.0422172546387	115.482315063477	101.110656738281	221.075958251953	98.7837982177734	316.9794921875	187.16960144043	295.249633789063	103.438438415527	182.181915283203	173.91178894043	216.459426879883	171.025390625	196.742279052734	151.804153442383	238.150863647461	152.560165405273	88.5714569091797	372.719818115234	140.34651184082	69.6873168945313	206.46989440918	100.329078674316	145.663940429688	79.5129241943359	97.8462905883789	69.466064453125	341.27392578125	311.478454589844	472.953094482422	554.173583984375	205.047225952148	53.7203369140625	266.317260742188	176.596405029297	137.140594482422	327.920288085938	198.721420288086	81.8192901611328	154.845336914063	94.5527496337891	247.109191894531	82.3179168701172	284.384216308594	230.785064697266	379.604461669922	75.6388702392578	144.864120483398	68.049934387207	221.500228881836	89.1700744628906	146.592712402344	100.600028991699	319.569396972656	140.910827636719	253.107925415039	166.105880737305	255.047790527344	212.58610534668	256.835357666016	167.762832641602	75.2222518920898	118.107131958008	44.4863739013672	69.090446472168	312.379577636719	119.727951049805	48.5556449890137	117.49723815918	63.5515022277832	107.826072692871	144.734100341797	334.796356201172	93.2205581665039	97.2181015014648	118.123565673828	242.557800292969	111.884071350098	149.436248779297	70.1706314086914	69.7595748901367	82.2328262329102	344.305511474609
O00264		PGRMC1	244.485824584961	275.223449707031	121.055702209473	132.672027587891	148.259262084961	142.401321411133	193.730026245117	173.747436523438	136.828277587891	107.987152099609	222.567718505859	217.112442016602	213.411193847656	242.333709716797	200.9228515625	183.816131591797	188.347091674805	192.554641723633	237.461608886719	150.983551025391	104.134658813477	109.216323852539	154.283233642578	140.312683105469	129.284484863281	118.782333374023	183.613403320313	164.147796630859	111.058349609375	126.834053039551	185.103210449219	141.595367431641	143.707565307617	194.877029418945	179.9609375	203.742813110352	166.45573425293	145.891708374023	202.588485717773	84.646240234375	100.667030334473	69.2958831787109	76.0377502441406	155.584655761719	92.9840698242188	114.257759094238	136.909683227539	269.970153808594	162.567657470703	321.202026367188	186.120162963867	214.472015380859	100.024696350098	191.447616577148	154.768814086914	337.571990966797	120.434997558594	194.417892456055	201.321868896484	99.5108337402344	77.9862442016602	299.807098388672	191.847763061523	328.328186035156	385.962646484375	391.762817382813	162.173416137695	283.355651855469	143.322830200195	733.157653808594	320.032287597656	785.86376953125	507.76708984375	640.934020996094	253.70263671875	455.668518066406	273.085052490234	176.639709472656	174.989364624023	927.354553222656	629.312377929688	418.480499267578	270.478912353516	342.674072265625	204.522552490234	726.344116210938	297.728668212891	444.148406982422	238.654083251953	1233.48022460938	355.226593017578	1277.94421386719	1029.89953613281	1363.79455566406	607.000793457031	Filtered	174.776062011719	313.349151611328	506.246398925781	153.338897705078	102.624801635742	270.641998291016	140.405548095703	260.705810546875	119.273628234863	1237.01354980469	1006.73657226563	1113.91357421875	771.236572265625	489.123046875	205.785247802734	259.874969482422	232.895538330078	156.270202636719	119.915534973145	600.941589355469	344.920257568359	248.884521484375	146.343276977539	214.167984008789	153.45085144043	160.008209228516	128.364974975586	462.505676269531	508.324401855469	73.412483215332	181.865234375	268.131469726563	160.217864990234	341.809417724609	237.891677856445	82.5177459716797	84.1181640625	136.855529785156	109.854461669922	206.043411254883	180.597900390625	177.815368652344	138.403610229492	227.687622070313	129.714645385742	105.343292236328	95.635139465332	411.676910400391	894.893615722656
O00299		CLIC1	144.428009033203	152.794830322266	116.031143188477	145.927597045898	101.739311218262	113.61882019043	120.676864624023	111.908218383789	196.360946655273	172.305770874023	230.551315307617	125.148567199707	90.6098327636719	109.885559082031	99.1816864013672	127.515686035156	97.6222457885742	107.096778869629	162.187133789063	101.10905456543	103.719573974609	272.184875488281	89.8411712646484	82.5489959716797	246.900817871094	227.35075378418	86.7433395385742	125.466926574707	183.989334106445	185.668563842773	443.252105712891	403.652954101563	364.653747558594	134.62939453125	166.145416259766	139.086227416992	208.644256591797	115.867576599121	113.166664123535	119.737297058105	134.572799682617	133.804992675781	154.889373779297	164.465896606445	129.668548583984	221.565582275391	150.1572265625	273.191314697266	199.361907958984	76.0641479492188	63.3684158325195	160.859725952148	104.548484802246	167.045593261719	248.128036499023	185.093215942383	224.888214111328	187.811019897461	193.725646972656	229.8828125	418.419738769531	186.979339599609	142.534820556641	135.577178955078	165.625106811523	198.653579711914	106.124664306641	197.996032714844	184.883331298828	235.903854370117	128.713317871094	254.243774414063	322.136627197266	201.519088745117	192.718551635742	198.885940551758	87.5385818481445	202.381942749023	115.875961303711	202.264511108398	115.949089050293	186.427978515625	84.8300170898438	193.992736816406	152.107482910156	232.896453857422	169.742248535156	126.834777832031	75.1835632324219	343.336669921875	255.751190185547	255.117431640625	169.600326538086	218.145004272461	172.340774536133	185.018035888672	138.303680419922	305.712615966797	151.931457519531	102.825088500977	112.476280212402	155.823318481445	102.814735412598	208.22477722168	120.970718383789	272.718475341797	149.295776367188	170.078918457031	93.1383895874023	125.471092224121	95.0292663574219	271.349212646484	227.576141357422	144.180618286133	142.216751098633	155.279418945313	144.219100952148	182.232040405273	160.761978149414	164.252655029297	87.405029296875	170.688278198242	119.130737304688	168.634582519531	209.727340698242	224.447708129883	120.365539550781	236.291000366211	112.09056854248	348.843566894531	628.103759765625	134.849487304688	152.522537231445	99.7510681152344	297.993408203125	87.6012725830078	89.7906265258789	167.178817749023	316.055603027344	283.624267578125	110.237411499023	148.329650878906	149.505035400391	297.647216796875	398.728698730469
O00567		NOP56	41.1816711425781	55.9335556030273	45.3559494018555	43.1132659912109	24.1320495605469	26.0206413269043	28.6860122680664	26.2557830810547	47.6134262084961	28.294620513916	51.1966590881348	47.2884826660156	51.1076965332031	34.525260925293	43.4889030456543	47.418830871582	Filtered	Filtered	Filtered	Filtered	18.9262218475342	29.0942726135254	21.8063545227051	26.3559532165527	Filtered	Filtered	Filtered	Filtered	21.8208332061768	17.7136936187744	42.7210273742676	48.7700843811035	95.8011627197266	32.3802604675293	33.0647735595703	36.007698059082	29.222864151001	24.258659362793	35.650951385498	58.0797882080078	48.0495262145996	31.0430030822754	58.1340942382813	Filtered	Filtered	Filtered	Filtered	Filtered	14.440505027771	Filtered	17.1888294219971	Filtered	98.6103515625	Filtered	10.5971632003784	Filtered	Filtered	51.4202461242676	75.2022476196289	Filtered	Filtered	74.9733810424805	74.3515396118164	35.1139869689941	72.95068359375	Filtered	23.3741054534912	Filtered	Filtered	Filtered	16.5170574188232	Filtered	Filtered	Filtered	Filtered	16.1019496917725	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	16.5995578765869	Filtered	Filtered	Filtered	Filtered	16.6595058441162	26.3188781738281	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	53.3723373413086	Filtered	25.7248077392578	28.8606510162354	Filtered	Filtered	Filtered	14.4559364318848	Filtered	Filtered	Filtered	36.1150093078613	Filtered	12.4665803909302	Filtered	20.8216495513916	Filtered	13.3618612289429	Filtered	Filtered	Filtered	20.6726818084717	Filtered	19.3512191772461	27.0085678100586	15.1200160980225	56.1011161804199	87.1805725097656	29.9928493499756	27.1322841644287	Filtered	Filtered	Filtered	Filtered	28.4971466064453	47.221004486084	Filtered	Filtered	39.1273536682129	34.1588592529297	Filtered	Filtered	57.0224189758301	42.4303970336914	42.9441528320313	31.4938526153564	Filtered	Filtered
O00571;O00571-2		DDX3X	29.835334777832	54.2745666503906	36.2096824645996	34.0448150634766	18.8797626495361	41.3961181640625	38.8315200805664	30.060245513916	37.6590576171875	Filtered	Filtered	82.6709060668945	39.615291595459	Filtered	24.1553001403809	43.4280128479004	Filtered	111.626052856445	10.0497932434082	40.7535820007324	18.5692825317383	35.8853912353516	30.2353954315186	27.7759094238281	Filtered	Filtered	30.0430583953857	31.0746078491211	Filtered	Filtered	18.3287048339844	35.3499717712402	28.5289478302002	22.3832225799561	25.6633319854736	35.739673614502	23.5731010437012	Filtered	73.7085571289063	56.6080207824707	58.8314895629883	60.5540428161621	71.4593658447266	Filtered	Filtered	Filtered	Filtered	45.6165428161621	34.8234214782715	30.0047969818115	23.4658317565918	Filtered	14.3741588592529	22.0026969909668	Filtered	Filtered	Filtered	30.9263801574707	68.5376434326172	31.8281173706055	52.1668853759766	46.1093444824219	63.8099594116211	104.728958129883	126.102600097656	Filtered	12.2173748016357	Filtered	Filtered	42.0474128723145	29.4279899597168	Filtered	Filtered	Filtered	Filtered	27.932035446167	27.0117931365967	30.7315711975098	28.415168762207	28.3631534576416	23.017879486084	42.1806030273438	27.1248893737793	Filtered	13.5576848983765	55.3260917663574	39.5097465515137	50.2518081665039	18.3328990936279	Filtered	24.5522003173828	Filtered	Filtered	36.5646209716797	26.7824954986572	Filtered	Filtered	42.3464584350586	34.4895095825195	29.1131687164307	23.4367485046387	Filtered	Filtered	Filtered	16.4471607208252	22.1127777099609	Filtered	40.9510650634766	19.3033866882324	27.0368404388428	23.56103515625	Filtered	32.230339050293	Filtered	Filtered	Filtered	28.0544185638428	39.7090721130371	18.6076030731201	27.6885528564453	25.2257061004639	Filtered	13.3157625198364	65.7557373046875	112.794647216797	Filtered	46.3462600708008	Filtered	17.9988994598389	Filtered	131.786071777344	42.8133125305176	69.2836227416992	Filtered	75.423583984375	50.5462074279785	47.0622901916504	Filtered	Filtered	80.3185119628906	52.4038887023926	69.4886322021484	66.5444869995117	Filtered	196.797790527344
O14745		SLC9A3R1	75.0634078979492	65.0431747436523	81.9490356445313	58.1388626098633	47.2609367370605	47.2891387939453	51.7247467041016	53.031608581543	73.0616760253906	79.998161315918	117.445289611816	120.740356445313	68.5241165161133	65.4168243408203	82.1588745117188	151.824371337891	51.9743576049805	67.5400695800781	57.5244445800781	87.4426040649414	54.6161155700684	51.3389549255371	45.0396423339844	63.6454467773438	83.3781661987305	71.0896987915039	68.8727722167969	83.2334060668945	71.9818801879883	112.309539794922	28.6497268676758	28.5539150238037	29.2793731689453	56.0389251708984	52.9057922363281	101.025810241699	83.5946502685547	42.9515724182129	53.3483505249023	48.9702758789063	49.5981979370117	31.5558815002441	22.1529121398926	57.5910797119141	40.860279083252	35.9774475097656	23.7284259796143	88.630973815918	78.5017700195313	108.798477172852	73.8732681274414	61.3233947753906	32.4172134399414	53.4812126159668	48.1057662963867	45.622745513916	38.8527183532715	47.140495300293	43.4201965332031	64.7142944335938	32.6825637817383	206.935104370117	121.130416870117	71.3168411254883	63.780574798584	170.353591918945	153.148620605469	120.548034667969	51.9239959716797	173.801239013672	165.826019287109	303.926452636719	231.720550537109	91.2575073242188	114.451210021973	195.735336303711	85.8893585205078	95.9775695800781	93.3912963867188	112.94799041748	92.4795989990234	362.662261962891	271.780975341797	141.235153198242	113.297760009766	148.983383178711	89.0521697998047	270.75146484375	233.195663452148	283.936614990234	130.549331665039	123.716621398926	346.295257568359	120.712562561035	80.1055450439453	50.7329864501953	71.7765655517578	136.927322387695	59.6590347290039	134.762847900391	58.9499549865723	52.3874435424805	55.9804000854492	101.793441772461	122.892654418945	90.6036224365234	148.517364501953	225.667572021484	154.303131103516	142.845062255859	120.861640930176	152.383926391602	73.7462997436523	24.0197925567627	27.876766204834	50.042839050293	43.8492126464844	90.4833526611328	59.5041961669922	63.0058975219727	39.2672538757324	154.114898681641	72.9255218505859	82.287841796875	111.709014892578	52.0082778930664	29.8116989135742	38.0529251098633	36.4726600646973	44.1389541625977	85.9301376342773	18.1894855499268	16.5491275787354	62.3018646240234	107.782531738281	19.8285713195801	24.6674251556396	Filtered	71.2931442260742	85.8818206787109	Filtered	33.1823272705078	34.7407264709473	46.6572761535645	275.058471679688
O14773;O14773-2		TPP1	Filtered	Filtered	16.8869247436523	56.4990310668945	Filtered	18.6548748016357	26.7592887878418	25.6776714324951	24.5203056335449	30.4826564788818	Filtered	21.1010360717773	29.5089321136475	29.9948863983154	39.2897262573242	42.6713714599609	28.8295612335205	Filtered	Filtered	14.8990821838379	Filtered	21.5210380554199	11.2289361953735	13.1994361877441	Filtered	Filtered	27.6666812896729	23.2448234558105	26.7249507904053	Filtered	Filtered	Filtered	Filtered	58.6662292480469	22.2239761352539	64.1623916625977	55.130241394043	23.4903011322021	Filtered	72.1524963378906	93.5380706787109	43.1499404907227	48.8789443969727	Filtered	Filtered	31.58544921875	41.6993942260742	70.9528884887695	63.2043571472168	59.0029907226563	32.2216873168945	24.7112159729004	34.4100341796875	16.3109035491943	20.1618156433105	12.4767236709595	19.8059558868408	43.4238510131836	51.084400177002	97.7700653076172	80.2048645019531	169.037902832031	90.9579010009766	78.0423736572266	82.1249847412109	Filtered	15.4203538894653	114.634895324707	Filtered	189.506011962891	76.2779159545898	Filtered	Filtered	Filtered	Filtered	77.0620269775391	67.579963684082	Filtered	15.322190284729	49.6176223754883	36.4994812011719	71.2173309326172	58.4783020019531	Filtered	15.0239458084106	Filtered	28.192066192627	73.7115097045898	51.8886108398438	Filtered	14.0480098724365	Filtered	Filtered	34.3564147949219	17.0300941467285	Filtered	Filtered	40.4595375061035	Filtered	69.0788879394531	45.094539642334	Filtered	11.6021127700806	58.3400840759277	59.4181175231934	63.7303466796875	Filtered	69.0465927124023	58.4759674072266	57.3849945068359	47.5092849731445	61.695556640625	62.3458480834961	26.3273372650146	23.0735569000244	44.3950080871582	41.4776611328125	Filtered	38.6618804931641	55.1933326721191	31.5769424438477	79.4906311035156	72.7281494140625	65.4488067626953	22.4552021026611	67.8122940063477	97.616455078125	27.6689281463623	47.0624847412109	98.3745574951172	Filtered	99.2349548339844	105.311920166016	Filtered	Filtered	63.7216529846191	34.5989303588867	Filtered	11.7412252426147	110.125526428223	Filtered	82.8019409179688	44.145378112793	44.9843215942383	270.548004150391
O14818		PSMA7	79.8522109985352	85.7877655029297	52.7850189208984	40.5897064208984	80.1457672119141	76.8388214111328	54.3033905029297	41.1992683410645	52.9557266235352	32.9264640808105	19.3591156005859	30.6588020324707	Filtered	Filtered	31.8380374908447	28.8199768066406	25.4695205688477	28.5445442199707	Filtered	Filtered	50.6979522705078	47.9816513061523	66.8060760498047	58.4182624816895	Filtered	Filtered	43.1690521240234	Filtered	41.8462142944336	Filtered	142.373107910156	125.198638916016	137.129058837891	25.5176582336426	30.223949432373	28.7946643829346	27.7174682617188	27.514986038208	117.69361114502	144.775024414063	143.3837890625	123.506896972656	131.573059082031	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	23.6301155090332	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	227.320922851563	200.072204589844	68.0304870605469	47.7341575622559	85.2091064453125	53.5893249511719	221.22688293457	180.043228149414	Filtered	40.3613967895508	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	23.949390411377	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	30.9602565765381	22.3187046051025	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	12.9769220352173	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	160.464157104492	244.521697998047	62.6799621582031	106.639060974121	Filtered	Filtered	65.2185897827148	124.719467163086	60.5781593322754	64.1894607543945	Filtered	33.8141860961914	129.196594238281	115.82755279541	Filtered	32.3691253662109	90.3121795654297	69.133903503418	118.645965576172	106.621612548828	70.8342132568359	61.7068672180176
