Protein		Gene 	SWATH_DCIS_1_1.mzML	SWATH_DCIS_1_2.mzML	SWATH_DCIS_2_1.mzML	SWATH_DCIS_2_2.mzML	SWATH_DCIS_3_1.mzML	SWATH_DCIS_3_2.mzML	SWATH_DCIS_5_1.mzML	SWATH_DCIS_5_2.mzML	SWATH_DCIS_6_1.mzML	SWATH_DCIS_6_2.mzML	SWATH_DCIS_7_1.mzML	SWATH_DCIS_7_2.mzML	SWATH_DCIS_8_1.mzML	SWATH_DCIS_8_2.mzML	SWATH_DCIS_9_1.mzML	SWATH_DCIS_9_2.mzML	SWATH_DCIS_10_1.mzML	SWATH_DCIS_10_2.mzML	SWATH_DCIS_11_1.mzML	SWATH_DCIS_11_2.mzML	SWATH_DCIS_12_1.mzML	SWATH_DCIS_12_2.mzML	SWATH_DCIS_13_1.mzML	SWATH_DCIS_13_2.mzML	SWATH_DCIS_14_1.mzML	SWATH_DCIS_14_2.mzML	SWATH_DCIS_15_1.mzML	SWATH_DCIS_15_2.mzML	SWATH_DCIS_16_1.mzML	SWATH_DCIS_16_2.mzML	SWATH_DCIS_17_1.mzML	SWATH_DCIS_17_2.mzML	SWATH_DCIS_17_3.mzML	SWATH_DCIS_18_1.mzML	SWATH_DCIS_18_2.mzML	SWATH_DCIS_19_1.mzML	SWATH_DCIS_19_2.mzML	SWATH_DCIS_20_1.mzML	SWATH_DCIS_20_2.mzML	SWATH_ERPR_1_1.mzML	SWATH_ERPR_1_2.mzML	SWATH_ERPR_2_1.mzML	SWATH_ERPR_2_2.mzML	SWATH_ERPR_3_1.mzML	SWATH_ERPR_3_2.mzML	SWATH_ERPR_4_1.mzML	SWATH_ERPR_4_2.mzML	SWATH_ERPR_5_1.mzML	SWATH_ERPR_5_2.mzML	SWATH_ERPR_6_1.mzML	SWATH_ERPR_6_2.mzML	SWATH_ERPR_7_1.mzML	SWATH_ERPR_7_2.mzML	SWATH_ERPR_8_1.mzML	SWATH_ERPR_8_2.mzML	SWATH_ERPR_9_1.mzML	SWATH_ERPR_9_2.mzML	SWATH_ERPR_10_1.mzML	SWATH_ERPR_10_2.mzML	SWATH_ERPR_11_1.mzML	SWATH_ERPR_11_2.mzML	SWATH_ERPR_12_1.mzML	SWATH_ERPR_12_2.mzML	SWATH_ERPR_13_1.mzML	SWATH_ERPR_13_2.mzML	SWATH_ERPRHer_1_1.mzML	SWATH_ERPRHer_1_2.mzML	SWATH_ERPRHer_2_1.mzML	SWATH_ERPRHer_2_2.mzML	SWATH_ERPRHer_3_1.mzML	SWATH_ERPRHer_3_2.mzML	SWATH_ERPRHer_4_1.mzML	SWATH_ERPRHer_4_2.mzML	SWATH_ERPRHer_5_1.mzML	SWATH_ERPRHer_5_2.mzML	SWATH_ERPRHer_6_1.mzML	SWATH_ERPRHer_6_2.mzML	SWATH_ERPRHer_7_1.mzML	SWATH_ERPRHer_7_2.mzML	SWATH_ERPRHer_8_1.mzML	SWATH_ERPRHer_8_2.mzML	SWATH_ERPRHer_9_1.mzML	SWATH_ERPRHer_9_2.mzML	SWATH_ERPRHer_10_1.mzML	SWATH_ERPRHer_10_2.mzML	SWATH_ERPRHer_11_1.mzML	SWATH_ERPRHer_11_2.mzML	SWATH_ERPRHer_12_1.mzML	SWATH_ERPRHer_12_2.mzML	SWATH_Her_1_1.mzML	SWATH_Her_1_2.mzML	SWATH_Her_2_1.mzML	SWATH_Her_2_2.mzML	SWATH_Her_3_1.mzML	SWATH_Her_3_2.mzML	SWATH_Her_4_1.mzML	SWATH_Her_4_2.mzML	SWATH_Her_5_1.mzML	SWATH_Her_5_2.mzML	SWATH_Her_6_1.mzML	SWATH_Her_6_2.mzML	SWATH_Her_7_1.mzML	SWATH_Her_7_2.mzML	SWATH_Her_8_1.mzML	SWATH_Her_8_2.mzML	SWATH_Her_9_1.mzML	SWATH_Her_9_2.mzML	SWATH_Her_10_1.mzML	SWATH_Her_10_2.mzML	SWATH_Her_11_1.mzML	SWATH_Her_11_2.mzML	SWATH_Her_12_1.mzML	SWATH_Her_12_2.mzML	SWATH_Her_13_1.mzML	SWATH_Her_13_2.mzML	SWATH_TN_2_1.mzML	SWATH_TN_2_2.mzML	SWATH_TN_3_1.mzML	SWATH_TN_3_2.mzML	SWATH_TN_4_1.mzML	SWATH_TN_4_2.mzML	SWATH_TN_5_1.mzML	SWATH_TN_5_2.mzML	SWATH_TN_6_1.mzML	SWATH_TN_6_2.mzML	SWATH_TN_9_1.mzML	SWATH_TN_9_2.mzML	SWATH_TN_10_1.mzML	SWATH_TN_10_2.mzML	SWATH_TN_13_1.mzML	SWATH_TN_13_2.mzML	SWATH_TN_12_1.mzML	SWATH_TN_12_2.mzML	SWATH_DCIS_4_1.mzML	SWATH_DCIS_4_2.mzML	SWATH_ERPRHer_13_1.mzML	SWATH_ERPRHer_13_2.mzML	SWATH_TN_1_1.mzML	SWATH_TN_1_2.mzML	SWATH_TN_7_1.mzML	SWATH_TN_7_2.mzML	SWATH_TN_8_1.mzML	SWATH_TN_8_2.mzML	SWATH_TN_11_1.mzML	SWATH_TN_11_2.mzML
P26373		RPL13	149.368606567383	183.603561401367	227.425842285156	203.339553833008	160.767547607422	135.71208190918	211.47119140625	213.134399414063	235.678482055664	201.420043945313	276.31591796875	220.361221313477	329.454956054688	256.374237060547	378.623077392578	331.325561523438	209.396423339844	206.419281005859	140.845764160156	184.628189086914	149.945770263672	213.515365600586	125.574928283691	122.557807922363	139.240264892578	185.094451904297	186.310424804688	276.643127441406	182.845184326172	328.264495849609	212.43391418457	216.79736328125	222.745971679688	212.588500976563	188.710433959961	402.544555664063	306.522155761719	129.309066772461	154.46240234375	272.278228759766	248.257080078125	198.145843505859	207.348480224609	124.826164245605	90.1582183837891	166.912780761719	117.726051330566	220.867980957031	161.652221679688	176.74186706543	187.719680786133	191.801361083984	131.644256591797	159.481674194336	163.968170166016	167.818084716797	136.28369140625	362.531585693359	324.716156005859	150.083648681641	68.8994674682617	155.047729492188	120.144104003906	441.571868896484	490.446746826172	178.509490966797	157.885284423828	197.898651123047	132.873474121094	318.481628417969	336.985443115234	251.731018066406	233.306457519531	117.565368652344	125.055320739746	162.136322021484	174.507843017578	183.959030151367	218.610900878906	177.404403686523	192.586791992188	365.170593261719	300.496215820313	206.992858886719	166.700744628906	219.810165405273	209.271118164063	316.725158691406	202.74787902832	278.217193603516	188.619186401367	129.356292724609	324.988708496094	194.990249633789	159.210144042969	148.969039916992	165.93913269043	329.057342529297	391.086456298828	235.305114746094	184.175354003906	106.872993469238	104.602813720703	244.219650268555	256.676177978516	211.74462890625	217.542755126953	336.820434570313	280.442474365234	241.337478637695	222.968139648438	300.689849853516	269.961547851563	218.437713623047	156.073669433594	249.967620849609	252.521331787109	199.150375366211	159.041625976563	301.576934814453	221.621704101563	189.100311279297	179.56428527832	348.670104980469	627.602966308594	67.0676193237305	245.879043579102	199.835647583008	160.597595214844	90.4214477539063	324.799102783203	205.634094238281	256.601806640625	173.473251342773	225.993423461914	289.860137939453	256.741577148438	115.501678466797	127.064888000488	130.533996582031	221.969924926758	222.478851318359	259.539489746094	117.676345825195	323.638641357422
P26447		S100A4	78.0156707763672	148.823867797852	326.026519775391	81.3057556152344	53.6418495178223	118.370346069336	165.477966308594	69.3656311035156	249.145111083984	92.8857269287109	68.2952499389648	142.726303100586	62.7881698608398	26.5380458831787	85.2806167602539	193.955520629883	77.964485168457	127.772262573242	80.896110534668	139.786056518555	149.934143066406	149.793609619141	74.6008605957031	107.334861755371	Filtered	Filtered	92.2614974975586	181.168838500977	54.8075294494629	Filtered	328.563354492188	194.247955322266	316.045471191406	56.335277557373	84.2394332885742	81.8093872070313	47.6673736572266	65.5999374389648	60.3992233276367	186.236740112305	537.218139648438	157.912689208984	239.923431396484	Filtered	Filtered	96.4061126708984	94.8623275756836	227.031326293945	73.7390899658203	137.314224243164	92.6256103515625	Filtered	68.9091262817383	Filtered	65.2564697265625	147.207977294922	77.5065765380859	188.279434204102	199.476089477539	234.661254882813	205.196304321289	264.167999267578	103.900161743164	169.121185302734	471.666748046875	Filtered	61.8052711486816	Filtered	Filtered	184.586441040039	59.7671966552734	293.414520263672	115.160667419434	77.8939666748047	127.661125183105	125.803413391113	74.7760772705078	143.037094116211	63.3041954040527	105.530403137207	61.9797668457031	175.477813720703	48.8689956665039	Filtered	52.8585510253906	187.518341064453	100.32056427002	191.400604248047	57.8703727722168	Filtered	54.9196891784668	Filtered	Filtered	Filtered	34.9297676086426	Filtered	103.110610961914	263.047180175781	135.172348022461	52.5450973510742	43.4399185180664	Filtered	42.5671920776367	96.1074295043945	67.5232086181641	153.344451904297	115.273025512695	Filtered	65.0856628417969	Filtered	53.8021697998047	140.671585083008	39.2471618652344	61.943042755127	54.5022659301758	Filtered	45.2314605712891	Filtered	62.4234848022461	70.8653259277344	50.23681640625	60.9698104858398	42.2541923522949	183.653503417969	510.507141113281	115.105934143066	536.19140625	176.31315612793	46.7756805419922	126.407203674316	226.230392456055	223.306335449219	635.396423339844	211.291046142578	250.764709472656	96.1147613525391	171.090194702148	59.7070388793945	75.5132369995117	135.73567199707	187.464981079102	177.949523925781	227.410858154297	149.864685058594	510.050354003906
P26583		HMGB2	10.2985000610352	22.8476371765137	43.0727577209473	20.7085437774658	12.5247077941895	Filtered	40.1478805541992	14.1711940765381	Filtered	Filtered	Filtered	Filtered	4.08038139343262	Filtered	14.2874097824097	Filtered	15.3862705230713	18.490701675415	Filtered	14.3436832427979	20.1063365936279	23.3582134246826	15.5546646118164	34.1683387756348	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	20.4885864257813	16.8942985534668	16.2231121063232	24.3957061767578	9.66968631744385	51.2571563720703	14.2967395782471	Filtered	11.8545751571655	77.3550720214844	132.671173095703	59.194652557373	71.7257537841797	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	15.9909610748291	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	48.9860725402832	38.3301315307617	Filtered	Filtered	Filtered	22.4271945953369	81.6380386352539	69.9180450439453	Filtered	25.1317386627197	Filtered	Filtered	Filtered	27.9815769195557	Filtered	Filtered	Filtered	Filtered	41.8199501037598	31.1614456176758	Filtered	23.1750259399414	Filtered	Filtered	Filtered	16.7114524841309	Filtered	Filtered	Filtered	18.8773574829102	Filtered	12.7326354980469	Filtered	21.4718856811523	Filtered	Filtered	46.1550636291504	21.2908267974854	Filtered	Filtered	32.4993896484375	33.1304206848145	17.5316505432129	13.5996341705322	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	20.3881187438965	Filtered	Filtered	Filtered	20.3612060546875	Filtered	Filtered	Filtered	21.0682468414307	Filtered	12.2216682434082	Filtered	Filtered	Filtered	36.3843383789063	71.0836334228516	77.5757522583008	26.0249290466309	33.4101676940918	Filtered	Filtered	Filtered	Filtered	46.404541015625	47.3527488708496	Filtered	Filtered	84.5863189697266	72.0553131103516	Filtered	Filtered	Filtered	82.2233505249023	29.4484176635742	36.4263229370117	Filtered	Filtered
P26599;P26599-2;P26599-3		PTBP1	34.7430267333984	68.2539520263672	63.3390121459961	65.1043395996094	58.9804496765137	98.3431243896484	78.025032043457	77.7493515014648	97.2764663696289	67.3149566650391	94.6950378417969	72.6394271850586	62.0915870666504	59.8271255493164	64.1299438476563	69.238037109375	51.6850204467773	35.8967514038086	74.5356140136719	81.3972930908203	60.5767402648926	122.589538574219	45.3773994445801	64.0155410766602	Filtered	82.6547012329102	66.431999206543	65.1161346435547	53.1140632629395	82.1026306152344	153.759658813477	133.794937133789	128.343872070313	60.5947303771973	65.5769653320313	62.7339172363281	103.023208618164	46.7685432434082	68.7383804321289	87.8471984863281	106.646049499512	76.7183685302734	73.6730346679688	Filtered	Filtered	187.432876586914	69.3857574462891	188.859283447266	57.2568740844727	95.3746337890625	68.4411087036133	110.348503112793	58.7703857421875	80.2959976196289	93.0562286376953	107.52717590332	65.5706634521484	101.875823974609	112.151008605957	67.1284255981445	92.4516143798828	87.8121490478516	69.6933059692383	104.516410827637	130.406585693359	190.196914672852	103.398544311523	161.330017089844	83.3662719726563	254.256011962891	125.660949707031	257.225708007813	132.593734741211	113.565162658691	92.7516784667969	119.085182189941	87.3648223876953	103.771621704102	98.8971939086914	153.302429199219	67.97119140625	155.028442382813	94.1622009277344	201.595428466797	59.4661293029785	87.2185211181641	53.3192291259766	101.758056640625	50.5113563537598	238.955322265625	105.26343536377	126.746620178223	148.437225341797	150.887512207031	117.805023193359	123.84684753418	94.3401641845703	145.643936157227	118.588897705078	63.9686851501465	50.6738128662109	72.1988983154297	50.540657043457	110.362716674805	77.3806762695313	110.532402038574	59.6912994384766	108.396469116211	81.0626068115234	86.3654708862305	55.191520690918	76.680793762207	80.0698776245117	74.5352783203125	65.580322265625	126.850303649902	145.877578735352	208.158416748047	77.1205673217773	85.606575012207	58.971263885498	76.8672180175781	62.6537590026855	124.594665527344	148.216430664063	65.5715789794922	62.7340621948242	101.546241760254	49.7090721130371	47.1007766723633	86.5936126708984	75.6421508789063	89.4243927001953	71.1542739868164	97.6987991333008	96.0768127441406	101.815567016602	87.6184616088867	107.711303710938	96.1671447753906	101.109703063965	87.8383331298828	129.389770507813	60.21826171875	235.927673339844
P26641		EEF1G	169.320205688477	181.747451782227	122.029876708984	123.453895568848	72.5609664916992	56.9867553710938	98.4127426147461	121.224319458008	102.032691955566	84.3740615844727	156.669479370117	121.861602783203	110.823570251465	140.902786254883	138.638244628906	161.385192871094	69.7238922119141	153.874374389648	27.9550189971924	175.387969970703	118.17268371582	121.052803039551	79.6034698486328	74.0599212646484	95.5629730224609	89.5150451660156	107.560401916504	99.9114532470703	82.5990371704102	92.5829315185547	121.339050292969	126.505783081055	123.577453613281	108.585083007813	131.885299682617	148.291259765625	139.903045654297	72.6318054199219	165.79914855957	132.534103393555	130.340698242188	112.780975341797	110.952941894531	Filtered	15.7464590072632	Filtered	35.3935432434082	43.1851272583008	32.6882553100586	34.9916343688965	28.0142917633057	33.7010498046875	35.5913772583008	45.0617446899414	71.9745407104492	42.8355941772461	58.8738098144531	88.8113250732422	93.0122909545898	94.1063461303711	115.783279418945	114.480834960938	114.878730773926	209.001892089844	173.97412109375	30.6150894165039	38.760009765625	27.2909049987793	38.3390846252441	51.3767013549805	36.0401039123535	38.4966888427734	30.13037109375	19.3698577880859	25.2011413574219	38.9193496704102	28.8048934936523	37.2771606445313	29.405948638916	51.6422157287598	43.4118843078613	60.890998840332	42.4319915771484	40.6784973144531	41.7025184631348	40.8189430236816	34.083137512207	52.7476692199707	37.7881851196289	41.7559013366699	31.7151756286621	28.597074508667	Filtered	36.5772438049316	30.3526496887207	Filtered	Filtered	48.245044708252	42.7912139892578	51.8607635498047	38.0500564575195	27.6358489990234	39.3551139831543	58.1741142272949	41.1541976928711	44.0772171020508	48.9966278076172	50.6514930725098	50.5445747375488	44.8709754943848	41.7057838439941	49.5378456115723	60.0607604980469	36.7450942993164	29.2798118591309	38.9571380615234	22.4368801116943	56.1272735595703	24.2854156494141	75.0096740722656	69.2614135742188	35.5549507141113	34.855770111084	315.249755859375	368.684875488281	80.6136856079102	119.690658569336	42.0353012084961	35.9509124755859	125.179794311523	265.162078857422	110.532051086426	106.176834106445	96.1598892211914	228.807632446289	221.903915405273	207.833953857422	Filtered	44.173412322998	147.636306762695	141.238906860352	111.443862915039	106.074699401855	104.316345214844	508.027191162109
P26885		FKBP2	43.4477691650391	41.6632080078125	25.2151107788086	24.7744522094727	39.647216796875	37.4782180786133	Filtered	Filtered	88.4206085205078	37.2110443115234	48.3057250976563	74.6179351806641	Filtered	34.7445068359375	65.3525238037109	52.8978576660156	28.2412033081055	49.6761131286621	41.5865478515625	40.27880859375	Filtered	Filtered	23.8953857421875	41.7735061645508	Filtered	Filtered	14.5305709838867	Filtered	60.992561340332	Filtered	41.2330627441406	78.7380599975586	Filtered	26.4025745391846	Filtered	60.7657203674316	43.242431640625	Filtered	42.894645690918	90.049186706543	68.7869415283203	94.8399200439453	79.0189819335938	Filtered	Filtered	Filtered	37.7255744934082	Filtered	40.0243606567383	41.8347473144531	50.7423362731934	62.5471725463867	54.8182754516602	43.6263389587402	42.9914779663086	Filtered	33.9390754699707	179.237945556641	158.090789794922	Filtered	Filtered	Filtered	49.5217895507813	86.0965576171875	86.3572845458984	88.5095825195313	40.7084007263184	Filtered	Filtered	122.566284179688	77.1088333129883	Filtered	38.8132858276367	Filtered	Filtered	52.5114669799805	Filtered	33.8408432006836	37.0156326293945	76.2526092529297	83.8061981201172	92.6957168579102	60.9501037597656	Filtered	30.61891746521	73.6307983398438	55.0637893676758	60.2210273742676	43.6790771484375	Filtered	43.4352836608887	43.6259384155273	Filtered	42.8695220947266	41.839958190918	Filtered	Filtered	48.7758560180664	66.8089065551758	47.8819427490234	42.3119277954102	Filtered	33.263729095459	85.2938690185547	60.9967308044434	49.1921577453613	60.9024963378906	99.4930877685547	60.4692611694336	85.7210083007813	55.3501510620117	59.9780426025391	52.0741653442383	Filtered	23.2860431671143	Filtered	55.3013648986816	Filtered	41.949893951416	70.3097381591797	58.5804443359375	50.3003425598145	53.9758987426758	39.3630104064941	Filtered	Filtered	79.1472930908203	84.9663238525391	57.7107810974121	50.1613655090332	102.694816589355	56.0241355895996	82.6455535888672	Filtered	Filtered	68.0262756347656	74.3378753662109	46.9565620422363	44.3611488342285	37.6489677429199	66.5790863037109	55.9703102111816	78.2347717285156	49.9353103637695	Filtered
P27361;P27361-2		MAPK3	24.421070098877	Filtered	Filtered	Filtered	19.8122711181641	Filtered	Filtered	41.7741012573242	Filtered	26.2739887237549	35.681770324707	Filtered	31.7511348724365	Filtered	43.6079788208008	Filtered	Filtered	Filtered	Filtered	25.738000869751	16.8730125427246	Filtered	Filtered	26.7265644073486	Filtered	Filtered	43.2835311889648	Filtered	19.0141429901123	Filtered	32.584587097168	29.7865314483643	24.2705554962158	29.7333602905273	25.2339553833008	21.6019229888916	31.7788562774658	Filtered	Filtered	12.3701505661011	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	31.5763664245605	Filtered	27.1044864654541	25.9209480285645	57.8323287963867	Filtered	38.5153350830078	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	102.09952545166	78.7742919921875	28.2007999420166	100.177062988281	Filtered	Filtered	Filtered	30.108772277832	35.7718048095703	98.9706115722656	54.8607177734375	23.2066841125488	31.5636138916016	101.387222290039	22.2297172546387	55.3346557617188	24.2345848083496	100.919876098633	19.2874336242676	62.1835708618164	Filtered	35.7033882141113	Filtered	43.8982048034668	Filtered	46.7883758544922	Filtered	46.0703468322754	39.2068710327148	57.5083808898926	26.6255741119385	55.7918472290039	117.669097900391	37.3410110473633	Filtered	33.8872604370117	Filtered	31.4617118835449	Filtered	82.27587890625	39.9952125549316	37.6719741821289	Filtered	Filtered	Filtered	49.0617141723633	Filtered	46.7912712097168	Filtered	41.9239959716797	24.3665428161621	33.4967880249023	Filtered	42.2701072692871	37.8856468200684	Filtered	Filtered	48.3138999938965	Filtered	58.9775619506836	Filtered	26.5606098175049	22.9813804626465	28.6832294464111	Filtered	Filtered	58.7736549377441	24.8597774505615	Filtered	37.3415908813477	52.3798370361328	119.836372375488	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	66.0341110229492	Filtered	10.7597799301147	Filtered	42.8911247253418	Filtered
P27797		CALR	26.3395881652832	36.00927734375	14.9733276367188	11.8045673370361	22.6904964447021	31.7571392059326	Filtered	12.3036012649536	Filtered	15.0004301071167	Filtered	Filtered	11.9836120605469	Filtered	10.0559396743774	Filtered	10.519793510437	Filtered	34.2428169250488	16.4894752502441	18.809497833252	15.6512937545776	23.7995548248291	11.7943229675293	Filtered	Filtered	17.4844169616699	19.7727890014648	Filtered	Filtered	34.6379547119141	33.1730613708496	33.3999481201172	8.62498664855957	Filtered	Filtered	1.44566476345062	15.4847803115845	23.6260852813721	51.4916381835938	42.3369064331055	37.7149276733398	54.8149375915527	Filtered	8.42378807067871	Filtered	10.3591289520264	Filtered	18.4832324981689	Filtered	15.5334548950195	Filtered	11.7948760986328	Filtered	Filtered	Filtered	6.69743919372559	65.0061492919922	78.6598052978516	25.3487129211426	35.6181945800781	Filtered	11.154447555542	55.4631538391113	71.0616073608398	Filtered	23.362548828125	Filtered	Filtered	Filtered	18.7308006286621	Filtered	21.5142097473145	Filtered	31.0076007843018	Filtered	15.6269645690918	Filtered	11.8865261077881	Filtered	12.4293394088745	8.39444446563721	27.6834087371826	Filtered	17.7352981567383	Filtered	9.1153678894043	Filtered	15.3516750335693	Filtered	24.4570217132568	31.1376533508301	Filtered	Filtered	16.5267562866211	Filtered	Filtered	Filtered	19.1666202545166	19.3955879211426	16.1376628875732	Filtered	12.0484485626221	Filtered	22.6974811553955	Filtered	23.0202751159668	Filtered	24.3712615966797	Filtered	16.8555278778076	Filtered	21.1569080352783	Filtered	15.8622264862061	Filtered	Filtered	Filtered	6.26491403579712	Filtered	19.6249599456787	Filtered	10.6278028488159	90.5217208862305	83.7844390869141	27.818058013916	71.3697280883789	Filtered	12.7382459640503	57.593936920166	94.0794372558594	46.4875640869141	66.4862899780273	15.5276336669922	Filtered	71.3904266357422	82.4563140869141	Filtered	Filtered	20.3857688903809	89.2728729248047	39.2397994995117	56.0168914794922	29.5424938201904	27.3974838256836
P28066		PSMA5	50.3200607299805	71.005859375	50.2974624633789	38.9624786376953	49.2720336914063	58.4929046630859	52.1599884033203	35.6556549072266	43.9091567993164	57.735668182373	24.5723609924316	41.6492576599121	32.6917686462402	27.6407871246338	32.6684761047363	40.3931884765625	26.0236930847168	40.5406341552734	Filtered	30.7854537963867	32.6653900146484	43.2842483520508	46.1368255615234	46.934024810791	Filtered	31.5676517486572	41.8178062438965	39.5426750183105	34.5165214538574	Filtered	74.7701873779297	78.6224060058594	70.8330230712891	34.1454696655273	32.8353576660156	58.73681640625	33.5127868652344	28.2372455596924	49.2591323852539	82.7400970458984	83.3572158813477	64.7744140625	67.4868469238281	Filtered	Filtered	Filtered	20.7992725372314	Filtered	25.6885986328125	35.2004127502441	31.9611778259277	41.349494934082	19.355583190918	Filtered	24.8837718963623	37.4815254211426	Filtered	88.1385879516602	90.6362609863281	47.0616340637207	48.733024597168	64.0860595703125	34.6867904663086	142.995452880859	116.545799255371	Filtered	42.324275970459	Filtered	Filtered	92.7403030395508	28.8811931610107	Filtered	23.7964668273926	Filtered	22.9776401519775	Filtered	26.674409866333	41.1463088989258	33.7292098999023	41.8277816772461	28.7029666900635	73.9035034179688	40.4548606872559	Filtered	25.3596515655518	Filtered	28.6354084014893	35.6889419555664	26.1456279754639	Filtered	Filtered	28.4398097991943	Filtered	Filtered	26.0015659332275	Filtered	Filtered	33.5300216674805	23.419527053833	46.4462471008301	29.367504119873	Filtered	Filtered	71.6509246826172	34.0034866333008	Filtered	15.5254325866699	74.1512832641602	43.633659362793	64.8699798583984	33.5053482055664	67.1622314453125	44.5476875305176	53.1385841369629	24.5199680328369	Filtered	23.6645641326904	Filtered	18.1978874206543	46.8310661315918	39.5666694641113	37.4358139038086	Filtered	121.522888183594	116.822647094727	41.1258087158203	54.1054573059082	Filtered	Filtered	49.185676574707	117.831878662109	50.9494743347168	54.8551254272461	29.7079563140869	Filtered	68.1516647338867	62.3336143493652	Filtered	Filtered	35.014331817627	93.8681945800781	59.6937370300293	58.0120162963867	39.0215759277344	65.7511520385742
P28070		PSMB4	87.7332305908203	54.8762321472168	70.0933151245117	65.905403137207	48.036319732666	39.1216583251953	40.3835334777832	54.4981803894043	Filtered	Filtered	25.2081356048584	28.7661609649658	36.5305023193359	35.3217239379883	63.8498497009277	63.66552734375	Filtered	Filtered	34.8237495422363	27.0793876647949	59.5908050537109	40.8920402526855	83.8611450195313	42.6534423828125	10.3152208328247	Filtered	55.3054695129395	38.5935440063477	19.9137477874756	Filtered	104.46662902832	107.216903686523	54.3554458618164	33.3189735412598	29.838680267334	64.6797332763672	64.2360229492188	Filtered	59.4922714233398	120.60823059082	85.4378128051758	77.6214981079102	129.991928100586	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	26.4535217285156	28.6931285858154	Filtered	Filtered	Filtered	Filtered	Filtered	19.6867809295654	24.9084911346436	Filtered	69.8376235961914	Filtered	73.7827835083008	47.2825164794922	147.60888671875	195.293365478516	Filtered	35.1517181396484	Filtered	28.2384128570557	59.1920700073242	41.3049812316895	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	24.8191070556641	29.3643665313721	Filtered	21.78515625	45.8729515075684	49.1383247375488	Filtered	Filtered	Filtered	26.271577835083	Filtered	23.7272796630859	Filtered	Filtered	Filtered	Filtered	Filtered	27.3825607299805	Filtered	Filtered	21.5322170257568	Filtered	31.4437370300293	29.0959434509277	Filtered	Filtered	Filtered	24.0636596679688	Filtered	35.8566131591797	Filtered	27.5301914215088	Filtered	35.9946517944336	45.4253120422363	39.4711570739746	Filtered	20.4106311798096	Filtered	Filtered	Filtered	18.8591804504395	Filtered	27.0821056365967	Filtered	17.4687976837158	72.4818801879883	188.272430419922	23.561128616333	37.087085723877	Filtered	Filtered	72.5983123779297	106.20703125	53.6410636901855	57.4812698364258	Filtered	Filtered	48.9482192993164	86.3710327148438	Filtered	Filtered	47.8415985107422	77.414436340332	Filtered	Filtered	28.0348873138428	Filtered
P28072		PSMB6	72.1290435791016	102.22492980957	68.4036102294922	31.6621150970459	52.7914390563965	79.5079803466797	70.8067016601563	44.4002342224121	116.605796813965	83.1906661987305	80.4691848754883	93.5877380371094	40.7427368164063	97.5176544189453	33.3235549926758	235.638931274414	44.7640647888184	76.0431671142578	68.4067077636719	56.0493850708008	32.6311721801758	53.1095733642578	66.8229293823242	80.6078186035156	77.2079925537109	102.971031188965	48.2060813903809	97.9382400512695	67.0315170288086	207.760818481445	55.773868560791	49.7801361083984	43.7716217041016	39.5744438171387	39.0075263977051	29.0291633605957	39.7865371704102	33.017391204834	65.4672622680664	35.580322265625	44.9207763671875	22.4029998779297	Filtered	Filtered	Filtered	70.8639984130859	53.419750213623	61.8282356262207	29.6499290466309	79.3883209228516	74.6519165039063	83.2465667724609	46.5689468383789	129.040512084961	69.6741638183594	56.709774017334	77.7917633056641	22.6232528686523	43.9660911560059	45.8723373413086	82.8647613525391	218.082748413086	102.450653076172	51.4337997436523	Filtered	81.5379180908203	60.4603614807129	198.545806884766	234.423065185547	Filtered	47.1972770690918	149.247406005859	128.943740844727	94.8526000976563	83.0348129272461	118.531440734863	43.1096611022949	156.728363037109	57.9184989929199	114.63597869873	42.6023368835449	144.412979125977	64.0032043457031	129.226287841797	38.5609321594238	82.6444702148438	68.6696395874023	96.6188659667969	56.1222686767578	189.172485351563	118.481033325195	146.971221923828	209.547790527344	129.023132324219	39.188346862793	Filtered	Filtered	120.199775695801	101.027458190918	108.409149169922	45.1695785522461	130.87712097168	137.38053894043	78.9835433959961	78.9095611572266	161.037750244141	73.1895599365234	120.391387939453	86.8055191040039	117.584571838379	90.5951995849609	63.6374320983887	61.1217498779297	119.749603271484	55.9673347473145	92.8041229248047	126.603126525879	114.231773376465	46.5012969970703	94.8853073120117	80.702278137207	107.089126586914	82.8335952758789	20.2731857299805	Filtered	43.4313583374023	64.7453384399414	114.566162109375	62.8234519958496	115.856407165527	192.765441894531	Filtered	58.9989585876465	61.0507202148438	137.511047363281	60.9604377746582	73.1105422973633	64.4115142822266	65.9506988525391	144.056060791016	144.227767944336	59.6989555358887	45.1252861022949	112.480461120605	361.35498046875
