Protein	PCV1	PCV2	PCV3	PCV4	PCV5	PCV6	PCV7	PCV8	PCV9	PCV10	PCV11	PCV12	PCV13	PCV14	PCV15	PCV16	PCV17	PCV18	PCV19	PCV20	PCV21	PCV22	PCV23	PCV24	PCV25	PCV26	PCV27	PCV28	PCV29	PCV30	PCV31	PCV32	PCV33	PCV34	PCV35	PCV36	PCV37	PCV38	PCV39	PCV40	PCV41	PCV42	PCV43	PCV44	PCV45	PCV46	PCV47	PCV48	PCV49	PCV50	PCV51	PCV52	PCV53	PCV54	PCV55	PCV56	PCV57	PCV58	PCV59	PCV60
Q9BYD3	175491.561	158837.301	201878.3631	230902.6132	207251.5703	294164.7196	173884.7611	222324.6442	141216.149	233463.6605	249383.6359	191661.1515	174328.0382	276941.777	209238.0627	213396.4473	174079.0742	146663.6337	278349.9204	183955.234	289200.393	252199.7904	209942.2399	233353.3546	179129.9341	226818.6211	277615.7921	192505.4848	224298.5668	185745.7415	161095.6292	170015.0191	186717.6113	216629.7763	229911.4384	214382.2172	162025.6511	168671.5539	155775.9618	189288.3621	104998.39	157712.286	170824.133	217220.5626	204219.7497	191384.5902	224277.3894	143875.2111	223952.2885	199584.446	277970.8541	265626.5699	243364.4132	230046.469	219993.1168	254669.1047	213866.2086	213076.9957	226775.3208	271463.2357
Q9BYE9	75145.7291	124615.0051	385576.3552	243861.7957	103076.4048	178185.6959	194452.4622	89493.55024	257118.7909	183141.1065	212179.6424	126881.6213	107233.5343	1250286.156	190788.333	61781.57095	178450.0123	87496.41196	419748.2769	269533.558	223512.9091	102064.0971	285752.1401	231400.0346	155064.4688	108878.9532	196386.4089	179841.876	314843.3846	157052.9919	87037.15148	111457.5856	139242.6766	172705.9347	121899.3449	128964.8366	132843.987	94365.4182	193974.3195	110099.9186	56734.37189	122516.6904	71935.96722	158356.6033	210105.1241	144380.1813	141843.0161	128031.7266	275691.4886	220752.754	271685.0484	139851.3203	285218.5181	195132.9877	176064.3765	243560.0224	215479.5831	185143.7809	180054.5823	259473.5796
Q9BYI3	153492.3729	204710.8258	107123.1734	143269.5081	116990.183	114985.992	178274.1585	169957.0164	158678.5027	140515.8805	148626.6929	135783.0565	144911.0314	378462.8232	156024.1507	168182.7738	232660.7072	197617.6354	165666.9021	163486.7935	83013.2979	98490.50609	111865.6577	145718.6036	135507.8641	154749.1842	171999.7217	121925.7607	126705.9466	81649.29359	171647.3975	83541.50882	168533.729	171828.467	143560.7848	137883.0289	155052.3823	180318.0122	157899.3636	140493.1088	106521.2049	159157.3448	187282.6479	190548.7441	170542.9541	169410.8865	164890.3101	165340.4795	114230.2419	191888.7595	199422.6894	97427.80449	136409.5841	123442.3996	151413.7268	128226.5614	141702.5217	157502.0681	163748.0686	153074.1502
Q9BYN8	564671.0231	368889.7928	463338.7665	535101.712	447460.7933	679902.5817	419678.4619	477288.9038	371188.837	572919.8095	601812.1564	512936.4845	299954.4712	698075.0471	473891.5963	471289.8648	490718.1636	376635.0492	497473.583	655272.9712	638181.7643	574045.2736	462051.4766	572191.3375	476950.0655	548979.0778	582022.2866	521367.1869	615387.7204	444030.2103	474843.9039	326750.8168	453804.6465	495893.4877	559764.7894	633566.5918	416532.4765	439963.8412	476277.5919	484034.939	306532.9665	390519.8258	412310.5364	558154.513	540442.6188	505561.8124	527124.9964	440179.1258	539780.2373	569934.137	617758.9363	660756.554	584673.564	549739.1474	632434.2422	606766.0152	576688.3434	580339.566	567584.8423	692438.1577
Q9BYT8	188025.6561	242589.8413	187231.5796	190451.0494	171919.8044	240640.3668	172256.0063	148464.5466	123969.3719	228524.4999	207274.6623	148403.4187	158686.107	347096.6961	203086.9556	259294.5106	309280.2801	239305.0477	117317.5836	123617.9557	153345.9955	131615.1976	112117.7419	145397.3315	127379.9323	137372.7596	195844.4163	115448.8401	144361.8661	129946.5389	219725.0814	236479.3005	206810.0575	169458.4575	234816.5428	198199.8359	128715.2221	274852.1021	231570.7762	156826.2413	107958.5735	178329.3736	175528.1685	313902.3083	206059.0174	343748.4404	371863.911	297985.9329	77308.56622	196736.1932	154345.5526	168589.2999	153953.8523	163529.5728	188120.6732	164380.7891	196576.1978	125833.2056	192570.5883	231044.2186
Q9BZ29	321688.2328	503849.2872	485229.7535	450016.047	368140.3388	485478.493	480762.853	587219.1213	411331.5891	507276.4672	518495.363	447299.1379	520344.124	459985.8709	467740.9709	289514.3008	359815.178	423809.029	398779.8349	553238.4416	392827.0471	385397.6789	320477.9046	423789.6292	461988.2849	417223.8686	608811.4305	385868.1955	454895.3821	341129.8603	315026.6139	275123.0108	503065.4045	398121.4819	437267.3421	410654.1939	337426.0373	477509.1004	442041.4718	375306.6717	258923.2464	383406.1503	534817.1572	406523.718	479524.7152	347224.667	422081.8996	389426.2829	364846.3663	589964.0188	463264.9609	443596.8919	452051.3657	478596.0543	559821.9982	351654.3263	547110.9049	504842.9136	517914.5173	572903.966
Q9BZE1	450768.113	750852.8098	755334.9677	616004.3592	487199.6742	642545.3013	729359.6364	723518.9517	628177.228	696198.4546	729915.3542	736461.0159	745977.0334	579347.3729	737995.4094	374757.3803	517194.623	585656.7713	543788.6359	958769.8529	654691.8124	499881.9313	452778.11	681056.474	682112.6117	603285.1999	906786.0996	634118.5748	721871.7314	497761.1977	306238.2138	737316.8379	713573.7331	548125.3345	528572.2196	489538.5094	565584.518	563776.7925	571015.358	561568.3109	278721.9396	502658.6239	821122.4091	482456.0219	529772.8339	337319.348	439315.3825	579620.2521	499013.04	934973.0325	561084.7019	560397.8602	518286.5126	635549.0814	709057.7364	732781.9295	643703.1467	623732.9805	698218.1146	785635.2167
Q9BZE4	139096.319	136650.5829	193703.199	168924.0849	133295.3581	217117.7959	170214.3805	185385.1835	132216.6218	156293.6607	153984.0785	150108.3238	151538.1038	247610.6329	172506.1482	156798.9424	145756.4405	138056.5889	317123.0662	157747.1431	285124.8679	201757.5435	196591.1389	195426.4114	193206.9739	212826.3604	244453.9192	187674.9386	223763.6147	158789.6946	143205.9387	130840.0855	195097.9684	168487.3051	165793.5835	171942.3528	129439.2327	150234.6231	141284.4694	120877.0863	74016.78752	103337.0281	150527.4261	185263.3231	169421.167	159768.0548	168627.3351	141336.4759	223455.9538	158396.1802	279826.2978	220701.7933	214777.0083	169122.8899	216502.3882	240497.4359	200588.8657	207490.3653	222768.7142	171606.5695
Q9BZE9	2999.766869	4005.273932	10798.19234	11865.15005	3099.109582	6700.041775	8849.279624	20033.24782	4878.519004	2475.623555	11912.53617	11912.18744	3342.935572	9469.241426	4897.75348	6165.464384	9079.086764	6719.557272	18793.62823	26974.06258	26168.5925	14384.64041	16855.78939	16621.39524	9308.180099	13342.4745	16716.54928	17024.97072	23874.21429	12073.41453	3167.230439	4581.583731	12761.14237	5925.056991	3016.695023	7851.35083	9328.013527	2509.856222	8598.81451	10653.289	2462.783144	10279.81739	4356.007694	7835.057574	4519.946684	6632.500151	5925.390798	5297.495385	10095.74389	10908.46436	18526.03368	13993.53162	12928.87577	8471.252576	13326.94304	9844.583061	12145.03134	19950.20885	11087.23777	10725.66821
Q9BZF1	245193.7964	435922.5497	524952.237	300625.8861	265780.7246	343261.2492	513192.3382	572981.586	437728.2814	408087.0576	413872.4243	404231.7503	672691.0335	419376.3551	547721.1382	270678.7803	364485.8108	453776.805	289330.3655	613769.009	366321.8096	221432.2964	238775.0238	383057.4111	418795.331	320647.5508	594342.5357	358799.215	419166.4334	273749.9129	221484.4622	453524.7698	484421.578	285920.3013	287397.3373	222437.8583	394572.9618	414954.2977	408569.6672	294642.0433	182939.8051	292922.5058	635992.7531	318751.6179	479048.5715	276966.1807	358150.3732	460524.0246	263820.787	601283.471	306933.9788	258399.9845	298574.0777	380058.8575	446610.0516	384815.931	541344.4544	408076.4343	431252.8652	423827.2445
Q9BZF2	89319.67237	63515.87324	219986.8538	178617.138	160658.9732	267327.3641	156723.9674	153219.2805	100308.9988	114174.2465	124493.6269	133033.8348	75858.49389	298180.5385	109218.7171	150935.3964	186155.8577	75240.52516	331432.6252	129299.0801	390289.765	268768.3292	262400.6025	219140.1242	208241.4837	248254.3167	289901.3321	208052.307	278237.2713	188366.9355	87854.19743	53259.05965	222209.7491	174988.6374	155031.4435	197965.9648	124990.5755	90267.48992	118084.2736	100009.2754	59478.76809	91563.56291	49568.84762	209316.3016	96606.2514	154039.9195	172851.3924	62972.53222	311829.9229	119420.8507	397021.8857	282341.8343	317890.3169	195503.6467	226177.7399	292921.8345	240123.1958	244111.3563	275965.9975	277002.1595
Q9BZF3	88636.27923	207907.3989	146997.9985	140850.0652	97044.11403	142925.5059	201039.599	198584.2576	139534.5404	128037.2603	141990.2918	162463.5837	141417.7929	127356.692	173159.8268	100195.9533	132335.4634	162675.5264	121573.0995	186138.1235	120551.5212	88537.14201	95588.6486	103550.4729	130694.9102	110495.0945	210412.764	119347.718	128567.5622	103429.9892	86522.14039	132945.1772	163208.1399	170134.7318	124774.5385	148430.0398	125011.6234	157187.5854	132159.8329	95678.71693	61051.66617	97931.31394	183226.1425	107486.0842	178869.1403	101829.4047	78454.94619	153781.3766	135492.6548	230777.9752	152350.1941	148365.3117	153110.7012	182277.0906	154494.611	168853.9029	198587.907	193775.1746	140977.3896	183778.7811
Q9BZF9	521241.6547	993381.1739	832503.0606	721285.1693	579190.294	705327.4551	847740.4093	1095009.111	743467.6764	723783.1692	773302.4747	754807.3413	1147962.843	717305.1432	915790.0042	496024.0734	625204.5371	758704.3851	530695.4655	987936.6544	550565.0243	527808.0223	439310.9647	610314.5531	667602.0358	624641.8255	939941.6783	580409.6346	608010.9576	499001.8781	525490.8181	819127.5411	831884.1591	592642.6523	717744.4807	607922.4439	609888.7892	934666.6839	889542.9815	582026.8418	424440.5128	556005.1956	1290975.345	590667.7412	983355.8558	543606.089	629489.7697	845667.4593	582132.7994	1172280.573	671411.114	606557.0533	613003.4894	695974.7188	828792.4928	756239.2701	893555.654	764252.9741	850809.2127	880464.0667
Q9BZG1	1406991.539	1914788.211	1626675.637	1091449.367	993072.6758	1232302.082	1593396.197	1818322.986	1395816.567	1482962.188	1538422.65	1557314.59	1867294.587	1495039.712	1628140.637	1178819.348	1511679.074	1741872.925	1253876.94	2019838.527	1194305.565	1088386.404	992664.6955	1355860.384	1526664.848	1227639.274	1952521.369	1356493.858	1467244.036	1013674.587	1388394.13	1965989.658	1638939.966	1079836.939	1246318.463	1064692.174	1362036.471	1697228.428	1620972.382	1176527.887	776578.0645	1297330.543	1844395.073	1231600.866	1587685.56	1135706.374	1427678.2	1698211.187	1045086.139	1898297.358	1251050.904	986817.417	1210119.893	1308342.7	1625404.51	1496553.142	1685393.069	1409113.714	1610298.258	1493278.782
Q9BZH6	160342.9428	105084.3961	122622.5339	162931.2404	104139.2042	154354.508	140056.2987	130665.0829	117325.7939	110969.0484	114762.7165	125430.6977	95821.58026	179624.1967	151585.1189	126717.5107	134527.0675	104418.73	175995.137	150257.3288	183746.7699	145792.4851	166961.6275	137434.9713	113081.5578	131748.505	171325.4807	106560.4706	119955.3235	143092.2024	132832.4824	102312.2061	120224.9384	147256.4121	141499.381	142460.0652	128461.8142	123756.0365	147175.1245	78534.11939	61980.01247	110970.3078	103036.2358	147600.9796	157581.4023	165113.774	141897.4321	101475.7247	189976.099	141801.7819	192359.8242	148991.0161	200260.9041	162959.2932	145680.6449	159682.1332	165519.4198	117720.5887	140253.6235	193470.2071
Q9BZJ0	937639.1648	1126240.136	1035971.213	661807.1588	645053.6053	729257.7362	990964.1875	1228277.937	732008.2543	922116.7166	970956.3936	829201.3447	1109490.751	1107524.562	1203055.16	773135.4529	943221.0836	999254.8437	633756.6275	1062974.289	678135.6085	569215.9137	483893.4557	764534.2398	800150.9005	713277.3518	1059556.518	715889.7534	762990.7833	545994.7402	996484.4247	1070653.863	952488.1385	656805.8368	729463.011	705569.9044	805854.7074	1000179.36	977929.6101	661077.1631	432990.6322	707228.3257	1077474.818	996420.8911	1089776.627	884021.7778	1057723.175	1101816.999	629799.5486	1055094.047	867968.565	641292.0911	545492.4734	583399.7322	980346.5174	900327.912	941349.7525	847930.1907	603979.2005	608189.1315
Q9BZK7	241292.9592	153585.2981	177573.3704	211961.1351	183060.4525	244881.6496	164159.6197	215758.2036	160066.6868	190257.9246	203879.2246	205931.0196	204696.2961	288750.8628	217725.6612	162532.82	184932.0832	195062.8701	229393.2721	207116.4053	278605.3586	232952.4929	184688.2964	208841.1523	190333.0524	219624.1309	236698.4655	157848.8694	223537.9581	191575.058	167257.4117	194988.5609	216834.0691	221428.8328	256768.6422	238057.1332	163415.5878	193174.9216	246564.6955	166463.5719	138609.5008	158758.2254	171343.3042	216858.3066	218950.4002	215629.15	321864.0347	224001.9098	265265.2502	198958.3434	332852.4979	316357.6585	294761.8245	241542.6141	247593.138	305853.7769	240104.748	230046.0112	282934.1133	307290.7041
Q9BZQ6	294447.555	497356.7766	477717.4188	296976.1134	302081.4645	343399.0821	461457.274	504294.761	392583.2899	459204.4693	442568.2952	386690.1478	586184.6756	371664.333	416853.5391	281320.7843	359971.9122	419377.6652	340992.034	635832.9701	331154.6027	235478.7374	270717.649	375614.998	385284.7407	364174.6072	595393.5431	316890.494	408802.5081	287232.9408	342760.7449	569061.0822	611970.63	312465.7243	417371.8273	376093.8565	364037.2674	388905.8321	499249.1735	435310.6462	250102.2486	384544.2474	646611.6229	434887.6735	483297.9484	319814.2965	343141.2364	507805.2672	323075.7578	706451.6273	355831.8732	322195.9615	333360.2369	468602.3837	497573.1656	514914.0365	551818.0356	448669.9249	517202.3861	552704.5698
Q9BZQ8	7485.951185	11237.1915	40246.10365	19265.54656	13522.04005	37018.84157	23367.45799	35995.86887	16085.16062	14460.83419	47295.69436	31238.07627	11121.01257	27760.97615	22317.57888	11816.72372	15347.7763	9262.026838	53219.59008	22893.27868	72474.13565	42104.00633	32238.03772	28617.05751	21281.50944	21810.62097	40412.20747	28030.6048	33745.30101	14944.71839	11535.14012	9833.276215	22594.22528	15200.87686	17209.46846	19659.63333	13726.42483	9169.363454	19639.3771	17952.13883	3725.414337	13033.95354	7364.201407	16118.41042	11637.01001	12076.62928	10546.19278	12436.9933	34485.12011	13563.7349	36129.33146	43853.7851	38270.59419	18929.03475	28693.07726	26901.7762	22009.06207	23349.4693	26846.67671	26254.22739
Q9BZR8	220832.6501	197779.4945	203302.0186	154169.0909	163864.3076	198346.7612	232437.8812	312127.8111	227095.4115	262410.6534	287153.8642	215873.1473	260396.4745	273855.0233	274055.2425	236779.3872	257506.8922	233502.7822	166475.7607	282612.7032	144470.7665	125798.9311	128824.356	195222.0262	171729.4702	147945.2364	248086.9128	144010.7106	120686.2921	107264.9049	199120.1986	225820.2293	188220.9259	192902.9365	199974.3325	128110.4029	185566.7811	277449.8026	247929.7688	180844.5689	108815.0552	163913.5777	252912.4332	111671.8489	311739.3138	111978.8997	236840.818	245113.7213	145461.1218	255905.3109	167301.7302	134844.6533	167995.3386	166989.3	180232.0772	150010.3927	230997.6111	156947.2036	178314.8852	180117.8308
Q9BZZ5	91171.19423	115462.9814	130160.6922	103969.65	88363.50723	121344.9317	124961.6886	105537.4095	131950.9972	113126.1229	115753.1911	93124.25544	127845.2146	138854.3148	142824.4623	80734.25297	100213.6447	114352.1812	109130.5915	120663.8214	125489.693	105742.8931	81605.74364	104562.7936	100795.5225	108372.1066	134816.1014	92747.32139	106605.8453	69971.30874	83942.86506	93433.57611	119564.8324	108042.3039	118631.2755	100632.7282	94260.90863	96775.1463	116706.0975	91982.4122	47798.08899	91931.01803	132038.2607	110068.0233	125524.7972	94384.19001	130854.0759	138678.0727	90475.17149	117665.3102	134799.5827	119085.8474	113084.9322	107893.5026	112209.8504	126499.0004	118521.6154	112346.7191	112990.098	133705.8356
Q9C002	106455.0247	123161.3086	156809.3743	220144.691	182951.9464	287159.5024	153677.8716	195129.3566	144671.575	157006.3382	169107.8822	127628.6771	146033.4078	205520.1363	157633.4677	124801.8072	154596.1209	142267.8052	232203.026	181989.345	223735.135	291746.2902	189855.2988	207950.8147	153283.0078	197706.7227	217053.8365	141008.7816	158441.7826	137162.3405	119282.7873	141825.0154	145689.5626	193072.1536	241459.2554	244589.6316	101352.5267	112147.3538	131937.4362	164416.3596	77908.01256	110131.4447	244752.8118	173528.1649	171821.5878	174541.2369	141813.9231	141317.2378	195825.6528	181453.7508	225446.561	306603.132	235689.5604	194980.7883	181175.211	208474.0331	141944.0121	134546.3667	165427.6764	193204.0452
Q9C040	260930.4349	297359.0146	343888.2897	327854.2	244849.4266	384458.1078	373011.8421	461648.2292	302166.7371	246368.66	364205.7633	256030.7211	289765.4019	439280.5971	471304.0404	302842.7138	320510.7292	267721.8624	381608.9168	376147.3299	386528.6412	281874.3544	251731.3874	321054.3956	337499.2544	325810.2904	282058.6418	333892.0326	351495.6197	237571.526	236036.2443	279936.7025	346558.86	293575.108	339404.0716	299483.2967	277127.149	331019.4091	293354.5709	281685.799	148078.0952	243105.9165	312890.109	347377.7599	379814.3907	288255.8615	285283.625	229037.0694	306318.2044	355473.0356	396836.5346	336904.0392	314392.2124	314913.3204	384313.8006	408924.78	421488.4045	356058.7803	368017.2797	342602.1723
Q9C0B1	133857.0404	161445.7577	146350.314	123574.4091	103651.8201	160468.7769	144565.0459	134349.8894	115046.9654	138275.9719	154925.769	137915.9157	116976.9525	200190.7487	155630.6813	159397.2709	168727.0709	185520.4148	144407.5299	160798.9735	126970.9549	116938.5495	84408.32516	127613.3579	135028.4325	140355.2565	171825.5439	124897.2314	142154.4377	94063.28175	142807.495	144244.9103	143320.0605	119690.3351	174596.2831	145415.2192	118016.885	168197.0284	143017.8487	126657.5488	84695.4765	129164.5601	144801.0419	185220.806	188617.2532	163586.6584	181912.9311	170310.272	140570.7653	171088.7919	156063.2108	153296.158	119229.6571	147321.598	153186.487	161527.0776	177006.8804	136401.9456	157391.4043	168308.4155
Q9C0C2	249845.7149	255483.0731	334971.8332	331975.5347	294669.0411	396903.9591	292066.9857	325591.4572	241934.7576	333558.782	340817.1797	320043.733	248164.7794	380007.124	320189.6557	224030.8544	285366.3862	239681.3803	358273.2782	288291.0595	374700.2084	356350.912	267183.1544	323794.6172	293812.4333	333441.4321	388351.1773	270308.7543	330390.8396	238663.5257	246679.755	224884.1321	323335.5635	323199.306	360999.886	330185.9818	228218.8395	263593.6707	248441.8897	259767.8483	172275.9395	227733.2855	259197.1336	326048.5804	306180.4994	266359.2137	280662.5914	242501.8113	322778.3159	300752.4322	405941.121	280929.5644	329471.9521	306229.0862	345537.0615	393600.2037	354486.876	328079.4851	352148.3616	365037.519
Q9C0C9	254126.5554	610887.6669	434015.6867	320203.514	247935.4209	327192.804	437988.4536	452088.6723	447435.6663	401041.3745	442696.176	421278.3142	572555.3977	346696.0811	305455.4766	192723.5576	300571.2782	377847.9605	316223.7799	482849.7998	352080.2873	272498.2224	263368.2919	405666.3588	396208.652	354859.691	486511.4492	383757.0598	424645.6799	293490.9375	218434.704	467566.6767	447253.6801	312741.1347	319336.8381	269243.1292	348222.6486	371044.1173	353681.3269	312357.4161	183785.0035	296917.0781	480097.6044	213228.9283	374750.0973	205356.5126	280085.2039	335180.5216	276596.7503	484146.2636	324521.8746	299444.4541	303678.184	352854.1456	428301.1136	399010.9578	441469.8083	383552.1282	431322.4434	405582.7251
Q9C0D5	46248.98109	38455.89282	24689.1431	42130.37984	41410.96115	50370.01387	31278.67519	34821.91927	33414.44191	42768.76234	30733.24186	42722.61128	31767.85418	46546.97315	36924.91105	46050.39713	39111.33796	33031.6019	50944.22976	36619.5332	56312.65901	49116.0851	40289.3335	50941.45267	35135.46645	48141.8483	50719.57259	43956.54195	43343.93277	33030.99278	38173.1045	31714.60004	49115.13878	63730.76516	51854.76097	42404.70616	47902.93696	39365.11115	66825.08812	35905.69177	23514.86143	31448.05277	44350.88677	93749.18259	34986.46312	44885.05465	32469.2844	36021.24524	43421.703	32184.0511	69771.00395	54207.41133	46726.86683	41387.57354	90427.30187	42327.03713	32668.34317	44619.00748	51142.1594	39734.1573
Q9C0E8	354522.1682	289358.1074	359912.0329	313352.686	254693.576	369969.0822	312184.7793	346199.5052	302244.2781	268811.0197	384235.7787	299141.346	287619.644	830354.4731	358634.051	472288.4574	668534.0841	463614.227	319213.8487	372506.0257	403017.1654	322096.3938	276900.6443	368255.4232	306598.9628	358490.749	328491.5584	290117.4765	320222.7376	265394.5761	341072.3482	291378.0169	423757.3825	271908.5682	312031.3155	325501.6983	222786.494	258259.5868	266048.7208	204213.1284	175310.9915	198465.2667	301230.3399	650622.834	363236.7095	416455.862	774064.6029	486238.3661	314761.8735	382375.3341	341725.3772	310958.8896	329778.1343	286707.5115	325689.7365	392026.5188	398825.6578	411300.9529	361371.9988	326394.4714
Q9C0I1	104121.4761	170885.56	183411.7589	185756.8933	146880.8449	178237.7561	171606.874	223898.9652	145617.7919	177720.2802	178489.9615	152186.9653	206635.1902	182697.1754	204045.9705	156422.0492	162982.1214	167696.8939	150423.8418	173437.9207	166396.8265	145905.2684	119991.6152	155658.6584	159584.0225	159961.8266	85408.658	142230.9407	150997.3727	101016.4989	123220.4352	142282.2006	176413.6336	160709.0643	175502.0069	156246.9606	166730.765	175007.1006	166702.5442	129996.4803	92251.82581	146904.2909	211002.773	142035.6313	158753.8131	119079.1524	174782.384	148716.4483	146447.6828	196557.8893	145560.9806	125006.7752	115929.6168	120792.0733	167857.3485	178642.342	104931.1759	127682.696	173178.474	177430.5012
Q9C0J8	862906.5844	2043209.146	1886940.633	862368.5882	769068.9494	769433.9742	1674264.261	1755370.214	1612658.804	1270063.679	1464946.167	603291.4562	1871902.048	1148894.805	1445803.048	848377.9405	1091967.919	1290229.488	898676.5972	1847639.444	1023883.726	872569.0967	798962.7603	1102298.125	1173773.114	891612.5027	1548675.728	924537.1606	1116228.115	853092.0353	828532.8364	1841920.931	1952472.429	646621.0958	1051080.883	797841.3517	1288022.367	1771058.234	1760960.685	987408.1818	779942.9394	941506.7161	2163870.101	597177.362	1622139.418	589889.3848	1062935.723	1387937.509	930539.6902	2087661.193	1243290.238	849006.6683	1161253.413	1030959.583	1454967.86	818514.491	1723966.376	1334868.683	1487005.649	1366595.939
Q9GZL7	227421.1024	248052.7197	360975.1191	247769.1045	226634.6028	347538.8412	267889.7895	387550.7306	233068.8688	251144.9999	314367.2591	241847.1028	253391.2545	310460.6536	279628.3339	218910.7588	216401.5752	220152.4101	280416.8729	207989.3449	298422.2605	270273.0986	229965.7807	281216.8256	244101.0596	263819.7418	392947.2895	243750.7072	291920.0306	214313.583	256135.9027	297817.9107	350880.7808	254584.4472	287956.8807	282419.971	259191.4212	267897.7535	241736.4746	121282.1317	232991.6803	240823.0544	286470.0235	279205.1826	227496.8854	275627.6605	254168.6612	245537.8572	249292.128	306343.1624	328974.1225	321217.9193	283816.0683	291215.9329	278757.3547	353710.3786	307172.7482	270306.347	346751.3427	371866.4606
