Protein	kidneyTisue1	kidneyTisue2	kidneyTisue3	kidneyTisue4	kidneyTisue5	kidneyTisue6	kidneyTisue7	kidneyTisue8	kidneyTisue9	kidneyTisue10	kidneyTisue11	kidneyTisue12	kidneyTisue13	kidneyTisue14	kidneyTisue15	kidneyTisue16	kidneyTisue17	kidneyTisue18	kidneyTisue19	kidneyTisue20	kidneyTisue21	kidneyTisue22	kidneyTisue23	kidneyTisue24	kidneyTisue25	kidneyTisue26	kidneyTisue27	kidneyTisue28	kidneyTisue29	kidneyTisue30	kidneyTisue31	kidneyTisue32	kidneyTisue33	kidneyTisue34	kidneyTisue35	kidneyTisue36
Q8WUH6	NA	56247.06	NA	NA	NA	59540.84	1804.537	NA	NA	NA	NA	44865.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	52110.31	NA	59047.32	2064.747	NA	NA	NA	NA	43101.08	NA	NA	NA	NA	NA	NA
Q9BSJ8	NA	26368.11	12327.9	51547.19	12494.7	33003.64	135035	37526.54	17778.32	15184.38	7712.3	17916.59	20764.95	29369.22	13744.35	47788.15	28468.21	28736.94	11279.85	NA	12567.36	50443.03	NA	NA	121781.8	40140.37	20640.29	NA	14502.55	24779.11	16542.79	28468.21	11115.66	40420.69	33491.8	29862.3
P04003	24184.97	145114.2	91325.89	117106.9	NA	NA	62380.69	NA	NA	NA	NA	55100.23	42192.1	78414.15	23827.06	NA	NA	26232.09	36705.6	146454.4	96590.73	126743.6	17916.59	NA	108554.7	NA	NA	NA	NA	89804.98	52194.86	108554.7	NA	NA	NA	NA
Q9UDY2	3130.811	NA	NA	NA	5154.056	11459.84	1804.537	488.6083	239.4639	855.9333	1524.336	9652.078	295.5472	16382.91	1328.603	NA	5461.447	2834.531	3515.05	NA	NA	NA	7267.361	17715.21	2064.747	4227.825	4980.639	3082.436	7930.744	15516.18	4776.936	NA	4980.639	NA	12567.36	7267.361
O43809	27191.27	34176.42	NA	30209.1	15243.89	26788.93	1804.537	15951.23	14566.58	40075.74	22730.31	26736.89	13938.17	22778.52	11401.86	38072.94	25178.94	37526.54	17146.31	36623.49	NA	27066.26	26232.09	27857.94	2064.747	28403.81	16907.93	37526.54	26686.24	28364.9	13744.35	NA	10013.7	34787.12	16653.18	31585.28
P0C0L5	45654.7	129074.8	82939.11	38365.15	28140.73	46957.7	60992.96	NA	13793.52	17428.52	26157.97	52110.31	40663.75	65864.34	NA	15459.06	NA	13480.96	44946.28	133014	78753.85	40858.49	29111.44	33388.92	2064.747	NA	24184.97	17309.98	31663.41	50108.55	37940.34	60305.64	NA	21763.84	NA	NA
P00367	390317.5	151906.3	414661.1	239229.2	509155.2	169404.2	159013.3	408058.6	341137.2	1086128	509155.2	181096.8	408058.6	121324.4	408058.6	206752.5	260389.5	279247.4	370040.5	160691.3	396912	236812.6	529672.9	186398.9	161046.5	431283.1	341137.2	1219164	513437.9	174111.8	441856.5	123432	365975.5	175372.7	250479.3	302761.4
P45880	100833	89349.21	157629.9	260389.5	159013.3	87184.24	202049.2	289533.3	170638.1	329906.4	153483.2	117705.1	148739.1	159751.2	176759.1	189251.4	170638.1	177772	111940.8	105371.4	159013.3	271920.4	167482.1	79816.24	224020.3	280540.3	159013.3	359398.6	154345.9	103555.3	151558.9	101544.8	176759.1	140860.9	173659.4	159751.2
P42224	529672.9	276628.6	175372.7	387432.2	404349.8	240054.8	1804.537	554483	249685.3	215427	408058.6	363784.6	258247.1	469971.2	375463.4	484624	345183.5	253890.9	544909.7	212997.3	187002.3	384629	431283.1	255122.1	239229.2	127141.2	327799	235242.5	431283.1	375463.4	256285.7	466164.9	387432.2	509155.2	357417.6	277824.3
P28066	55100.23	94484.9	63548.54	109599.4	57623.34	116548.9	103356.2	56917.54	57737.64	95057.05	63060.78	110112	61155.07	119650.8	56135.9	79299.88	70389.42	52194.86	44865.21	93734.03	63732.6	95951.08	59642.93	114921	84571.84	56514.53	38641.15	100833	56715.96	106131.2	62246.1	119650.8	49103.56	75282.1	46553.02	57850.99
P12004	8667.869	21883.76	NA	22426.11	NA	23370.88	1804.537	NA	3186.05	38266.54	6501.192	21763.84	NA	NA	3186.05	51480.33	17524.55	14502.55	NA	23432.31	NA	34579.48	9559.831	28517.17	2064.747	NA	NA	39920.88	NA	29748.37	NA	NA	9611.819	44397.45	41077.87	23992.28
P23786	60416.61	NA	67663.89	29176.41	84980.21	12107.39	67233.22	116289.9	81054.54	56815.28	73854.19	23942.7	68503.39	NA	64229.41	33388.92	40420.69	65757.16	64790.49	NA	74058.15	40479.86	94309.39	NA	2064.747	103144.4	67454.84	60214.34	80465.48	30313.51	70812.29	NA	67126.98	45502.32	44797.69	62603.47
O43399	138965.2	151558.9	44946.28	290924.4	44156.47	189251.4	51386.23	137982.3	84437	198832.2	17778.32	161046.5	2753.831	182794.5	8132.7	176213.9	236812.6	202618.2	171211.4	154819.9	162665.9	304443.9	41913.8	148739.1	378018.1	NA	NA	221565	NA	163494.7	134798	167923.7	NA	173659.4	239229.2	196996.8
Q96BW5	38641.15	31289.59	41778.38	NA	34916.06	33435.34	51791.05	58436.31	50797.63	21763.84	54056.81	38130.55	29176.41	32661.95	50008.51	14303.05	27857.94	23318.47	41913.8	31389.75	44865.21	NA	40521.26	37786.9	2064.747	63816.85	47101.82	23942.7	58361.84	37448.41	35117.79	31989.24	46689.51	20453.29	27339.22	23631.74
P40925	513437.9	310472.5	746003.9	194290.6	549609.4	400332.5	457756.2	400332.5	651711.1	613850.5	643593	421056.2	651711.1	390317.5	469971.2	256285.7	597545.5	559863.8	484624	307205	838302.9	204267.4	559863.8	417999.9	524995.4	435248.4	651711.1	524995.4	670786.9	438752.3	692332.5	484624	613850.5	265761.1	597545.5	566103.9
Q86UX2	9504.372	NA	NA	30674.6	NA	18431.09	1804.537	NA	1664.831	15243.89	NA	NA	NA	34654.42	9065.825	25067.46	12983.19	NA	11832.57	NA	NA	29308.43	NA	NA	2064.747	NA	NA	19019.68	NA	NA	NA	37098.09	NA	31161.06	17080.19	NA
P30042	252846.2	98104.31	125612.2	NA	131429.8	100135.6	182794.5	118534.4	164811.4	83114.39	106620.3	9945.717	116010.1	NA	159013.3	NA	43737.82	57080.76	121609.6	67976.03	69717.98	NA	89804.98	NA	172028.6	142306.8	144761.6	82107.82	84820.41	NA	77348.17	NA	87502.26	NA	55954.92	66240.02
P25391	NA	NA	NA	NA	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	75613.89	549609.4	218057.1	NA	NA	NA	NA	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	71375.87	540115.8	203666.2
O14617	NA	NA	4285.253	27646.1	8003.658	NA	1804.537	4529.997	NA	21509.59	NA	14738.54	1909.539	NA	2910.106	NA	NA	NA	NA	NA	NA	21553	10833.63	NA	2064.747	NA	NA	21468.52	NA	NA	7002.047	NA	NA	15575.29	33913.38	NA
P22033	69590.71	NA	57265.41	NA	73411.06	NA	60305.64	65580.5	49467.07	62603.47	81325.09	24411.29	66822.64	29987.47	68303.94	NA	NA	NA	67021.12	30381.41	57432.65	NA	70903.29	NA	59735.85	66058.39	63548.54	50797.63	88709.01	28649.97	76787.62	NA	84437	24964.95	NA	NA
Q6UW68	NA	29111.44	12444.31	29862.3	11279.85	30264.74	1804.537	19314.17	21553	11758.94	23370.88	28588.87	4061.403	NA	17380.49	13744.35	18280.42	24059.86	13531.76	34325.01	17309.98	32750.56	17029.87	29698.69	2064.747	17258.52	23560.07	10943.8	22496.77	24184.97	12567.36	NA	15740.35	NA	20517.91	27432.72
P53041	NA	NA	8906.125	36705.6	13208.61	NA	1804.537	NA	NA	25669.13	2413.244	28736.94	10943.8	26093.67	NA	NA	17428.52	15689.55	11359.64	33182	12617.18	32049.25	NA	NA	2064.747	NA	NA	25318.95	NA	27646.1	13531.76	34116.76	10170.49	NA	22055.13	19247.7
Q9BYD6	NA	NA	NA	NA	NA	NA	1804.537	32143.86	NA	11459.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18280.42	NA	NA	2064.747	41778.38	NA	38212.23	NA	NA	NA	NA	NA	NA	NA	NA
Q5VXI9	NA	NA	NA	NA	NA	162300.5	218057.1	114678.3	NA	220764.4	NA	NA	NA	NA	71375.87	NA	52110.31	NA	NA	NA	NA	NA	NA	154819.9	195146	109273.7	NA	236812.6	NA	73200.35	NA	68194.41	74915.41	NA	NA	NA
Q9P0J1	NA	NA	NA	NA	NA	NA	1804.537	62003.42	NA	NA	NA	NA	NA	NA	NA	NA	56815.28	50443.03	NA	NA	NA	NA	NA	NA	2064.747	80614.2	NA	NA	NA	NA	NA	NA	NA	NA	50923.04	56058.65
O75208	73747.38	NA	82528.65	NA	47551.12	NA	85899.79	135337.9	75160.02	92973.8	47788.15	NA	79584.07	NA	55839.27	NA	161046.5	240932	67555.47	NA	82644.38	NA	73524.28	NA	87184.24	129074.8	60788.28	85094.47	49545.6	NA	75506.47	NA	56609.46	NA	245595.9	219709.9
P30740	50996.29	170208.5	45427.61	137175.1	47101.82	140860.9	77070.33	84571.84	41294.54	195557.8	44797.69	68503.39	57850.99	138230.1	57623.34	177210.9	73854.19	84009.8	57265.41	168883.1	46418.59	138626.9	46495.02	156696.6	81325.09	89204.91	43101.08	196996.8	50797.63	99433.59	62742.03	137175.1	57265.41	149121.2	44946.28	46495.02
Q14254	7530.067	29655.42	9945.717	NA	NA	NA	93424.59	45502.32	12154.01	34991.44	NA	NA	NA	42255.78	14171.12	29242.13	33325.86	21831.56	NA	31084.27	NA	NA	NA	NA	2064.747	41425.14	NA	23992.28	NA	NA	NA	NA	18045.24	33913.38	31720.91	28517.17
P08185	NA	NA	46219.52	NA	NA	NA	73411.06	NA	NA	NA	NA	NA	NA	43585.09	NA	NA	NA	NA	NA	NA	49228.15	NA	NA	26563.48	71252.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P00918	597545.5	271920.4	633821	126743.6	716944.3	421056.2	582535.7	224020.3	606496.8	271920.4	732383.5	232556.1	623040.6	329906.4	490235.9	188742.5	219709.9	343262	633821	269679.7	606496.8	123135.8	732383.5	435248.4	549609.4	237958.5	591008.8	293727.3	716944.3	243050.1	623040.6	319228.4	474797	179177.4	236030.4	258247.1
Q12905	40140.37	70389.42	69986.84	130557.2	75506.47	73631.49	1804.537	99968.93	66379.24	120161.7	43429.14	72273.86	85600.47	60305.64	34386.66	117705.1	109838.9	129969.2	60140.21	71658.52	81193.99	129074.8	90840.22	64365.04	2064.747	90344.08	71906.43	111326.8	77488.91	65031.81	90344.08	70596.1	41233.21	123793.9	145114.2	123432
P05156	NA	NA	59432.1	NA	NA	NA	137596.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65262.99	NA	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P63010	47788.15	34856.47	52700.48	43737.82	42132.29	44605.86	1804.537	44010.16	43184.22	43429.14	48954.49	46053.92	56135.9	41840.21	44605.86	53026.19	54990.34	43737.82	58063.49	44010.16	56815.28	38266.54	45107.13	45731.62	2064.747	48954.49	34654.42	41190.07	20116.77	44536.32	48954.49	43497.89	19577.77	51791.05	56609.46	46303.49
P62330	NA	NA	NA	NA	NA	NA	1804.537	NA	NA	46628.66	NA	NA	NA	NA	NA	NA	14224.85	NA	NA	NA	NA	NA	NA	NA	2064.747	NA	NA	44695.75	NA	NA	NA	NA	NA	NA	70596.1	56247.06
P01717	17826.71	97572.19	29597.68	16382.91	28782.87	40140.37	166703.5	10649.17	3104.917	2064.747	2910.106	37020.33	14957.51	57265.41	23741.29	37872.6	5202.178	2217.2	29987.47	99968.93	39497.49	22055.13	16600.61	42032.72	159013.3	11223.05	8469.239	3515.05	9945.717	32469.21	14303.05	54554.37	16542.79	25912.83	12327.9	6615.542
P17948	NA	NA	NA	73200.35	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73524.28	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	94670.18	NA	NA	NA	NA
Q9HC38	141296.3	153041.2	119902.1	87688.4	134155.2	164343.5	103960.2	189251.4	135337.9	204267.4	136064	163494.7	124830.2	173069.6	138230.1	78078.7	325019.6	225598.7	125372.3	162300.5	120161.7	99028.47	133313.1	170208.5	99627.9	198108.9	142679.6	218057.1	151044.7	153483.2	123135.8	160691.3	133014	67454.84	315748	200030.8
P15311	219709.9	250479.3	187566.8	84319.78	251821.7	325019.6	1804.537	230373.5	179981.9	404349.8	343262	484624	211073.8	236812.6	335047.9	175372.7	157629.9	129657.7	196208.5	258247.1	182241.6	84319.78	263299.1	233372.9	2064.747	239229.2	179981.9	384629	224020.3	457756.2	203666.2	211640.5	329906.4	174540.8	152627.3	121324.4
Q9H8H3	46628.66	132404.4	45107.13	NA	60305.64	126146.2	92973.8	51547.19	61553.77	144058.2	74546.25	133565.1	43023.31	NA	81054.54	NA	NA	36869.43	49327.24	NA	47858.24	NA	65031.81	90661.31	83842.97	50108.55	65477.99	131767.9	62845.97	103736.5	46957.7	NA	83516.5	NA	NA	40479.86
Q9UN86	NA	NA	83666.14	75160.02	NA	NA	1804.537	86395.18	89204.91	107651.2	95207.85	NA	88437.7	NA	85094.47	117389.5	NA	121781.8	NA	91466.47	NA	75400.28	NA	NA	2064.747	81325.09	NA	95793.82	102711.5	124568	NA	NA	87836.96	NA	NA	NA
P26885	111001.3	200030.8	213886.3	250479.3	228946.3	367784.7	145510.8	120491.1	121324.4	109006.7	223143.9	243050.1	109599.4	176759.1	136064	174984.5	134561.7	129359.2	224837.6	203233.9	216312.2	256285.7	212292.8	349248.8	118269	104642.9	236030.4	88709.01	135337.9	218888	243907.9	135035	275420.7	165285.9	128776.2	175372.7
O43776	38130.55	NA	45258.62	44865.21	27646.1	26157.97	1804.537	51791.05	29369.22	21131.38	35358.81	26368.11	41077.87	32750.56	34042.57	69379.76	81325.09	57959.53	29369.22	NA	46763.48	41493.97	33768.27	NA	2064.747	52786.49	29597.68	20057.06	38320.43	34042.57	45427.61	NA	36493.12	68503.39	81771.48	50560.56
Q9H479	20215.77	NA	23207.51	NA	23144.21	NA	1804.537	26157.97	16316.33	32596.28	15633.69	NA	13397.27	NA	14957.51	NA	31289.59	32049.25	19912.98	NA	26314.17	NA	24655.11	NA	2064.747	34436.2	24133.67	24133.67	20453.29	25795.89	19389.6	NA	20708.82	25017.81	40204.65	33003.64
O15400	29987.47	36144.33	41425.14	23144.21	36282.92	28468.21	93587.75	35479.7	43429.14	37621.73	33069.91	37448.41	35413.6	28649.97	28588.87	34436.2	31084.27	23009.54	33388.92	42404.53	47185.33	24655.11	36763.92	33626.34	65031.81	38511.05	46957.7	38870.96	43653.47	43497.89	36282.92	40935.27	39356.67	36825.06	31797.32	25957.41
Q15942	28070.84	42032.72	13480.96	43350.86	10354.9	36228.75	49636.31	16653.18	20346.64	842.95	13531.76	30891.04	26947.6	52194.86	17428.52	58063.49	21706.65	9759.944	27066.26	43184.22	23318.47	55954.92	19175.72	22378.06	50797.63	9155.547	17029.87	NA	10170.49	30381.41	21381.11	40479.86	14373.54	63060.78	19577.77	10785.32
Q14152	17029.87	32105.01	25844.29	53026.19	19247.7	35817.41	1804.537	32596.28	25444.86	42192.1	17309.98	31454.9	19577.77	35969.44	26736.89	46818.33	41425.14	38072.94	29242.13	36825.06	28468.21	63060.78	20825.75	30730.15	2064.747	31345.97	19389.6	35565.03	31289.59	36073.5	29862.3	35817.41	28140.73	51386.23	34654.42	27310.46
Q96A26	69717.98	48208.46	89204.91	77488.91	76153.19	43815.97	79816.24	135035	62003.42	212292.8	87184.24	70713.02	73747.38	81771.48	95207.85	128015.6	112417.9	99806.29	65031.81	53332.27	88709.01	86569.11	70713.02	54642.17	77348.17	126409.1	68194.41	220764.4	84185.7	67879.78	74406	101732.7	98250.03	117705.1	142306.8	99433.59
Q9Y6G9	NA	NA	18200.78	NA	NA	NA	1804.537	1086.525	20961.99	6047.897	NA	12494.7	NA	NA	27128.02	NA	NA	NA	NA	NA	9559.831	NA	NA	NA	2064.747	NA	NA	14224.85	NA	NA	35565.03	37572.64	NA	NA	NA	NA
P22352	746003.9	88904.66	524995.4	25378.03	760797.8	38870.96	168883.1	294964.3	1380456	1947.147	861796.3	24705.79	1086128	71139.86	520102.7	133565.1	76018.01	66927.36	414661.1	47858.24	499422.8	27367.98	760797.8	37326.2	152247.4	317227.1	1582979	4980.639	861796.3	27857.94	1027250	45794.93	513437.9	65665.84	44605.86	33182
P51149	113145.5	75400.28	118269	138965.2	120161.7	106434	130216	159013.3	142679.6	327799	118269	135737.2	115306.4	114195.5	124294.3	134561.7	82107.82	124294.3	108554.7	87688.4	123432	170638.1	120161.7	96407.84	135737.2	158031.6	132107.8	307205	122047.2	135035	120716.2	124024	121324.4	123432	115138	117389.5
P30085	115757.1	125612.2	111940.8	176213.9	98824.4	135337.9	104642.9	103356.2	131767.9	21381.11	118793.4	172575.7	128472	156268.9	84185.7	172028.6	59915.42	96108.93	126146.2	172028.6	119902.1	181573.2	103144.4	111753.2	133014	60697.71	78923.71	31521.7	110112	112417.9	70504.27	99028.47	67879.78	159751.2	91325.89	86395.18
Q9UNF0	54737.36	NA	NA	100616.3	44695.75	60214.34	1804.537	27310.46	NA	72761.18	NA	71375.87	NA	68707.95	28517.17	NA	53026.19	39084.55	41974.24	NA	41190.07	103736.5	NA	77594.36	2064.747	20589.93	NA	42472.02	NA	74406	NA	72135.45	NA	NA	NA	NA
P16401	23207.51	118534.4	48512.74	362020.8	NA	158583.5	270810.9	81771.48	116289.9	124830.2	NA	102286.8	27128.02	178255	NA	279247.4	128225.5	172028.6	NA	131429.8	48379.88	249685.3	NA	163095.2	121022.2	75049.44	125103	135035	64229.41	115537.1	27857.94	166703.5	NA	220764.4	131429.8	160691.3
Q9UBU9	122386.3	NA	NA	NA	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	178745.3	NA	NA	NA	NA	NA	192915.6	NA	NA	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	129359.2	NA	NA	NA	NA
O43396	55162.83	60214.34	58282.48	58798.94	54328.42	82528.65	96590.73	54328.42	51791.05	43585.09	60697.71	100833	58618.05	87070.11	55431.72	73975.35	73747.38	65665.84	55254.21	58932	59328.51	65580.5	58063.49	80903.05	87958.78	54417.16	61068.98	44156.47	65864.34	95493.71	58172.71	79971.33	54642.17	73631.49	76787.62	53831.88
P50454	35050.65	176213.9	43737.82	266898.1	32403	136362.2	66058.39	36228.75	36339.93	33256.26	39785.63	89057.4	66240.02	137982.3	32198.97	205171.5	84980.21	28364.9	35479.7	163965.8	61553.77	286640.3	38012.43	140860.9	68597.03	39394.91	32270.84	32940.66	40935.27	82107.82	70281.09	134798	32882.37	203666.2	60605.33	38720.09
P62333	NA	47185.33	33256.26	35176.2	NA	45258.62	58798.94	24907.94	32198.97	34579.48	38641.15	55628.06	33837.11	43184.22	31034.26	32198.97	39433.16	32940.66	NA	51189.29	32336.43	43101.08	31161.06	38953.75	53831.88	37386.23	27593.38	38720.09	35817.41	52272.02	35772.38	38012.43	28588.87	35479.7	35358.81	35637.82
P30153	17916.59	28070.84	18431.09	34176.42	29052.19	51690.71	71252.19	18128.35	16703.18	80614.2	5424.269	15243.89	45576.66	33913.38	15116.91	30209.1	81510.46	59827.38	34787.12	28905.51	28846.59	34116.76	26947.6	46053.92	69717.98	48017.64	44695.75	81957.89	66379.24	96933.72	47185.33	48017.64	10890.86	47101.82	87070.11	66477.81
P08648	263299.1	NA	212292.8	NA	276628.6	NA	1804.537	250479.3	228946.3	230373.5	250479.3	NA	171594.5	NA	228946.3	NA	NA	152247.4	246687.7	NA	184650.5	NA	299487.5	NA	2064.747	NA	176213.9	NA	257434.6	NA	240932	NA	213886.3	NA	NA	NA
P46108	7665.211	25608.95	18045.24	NA	NA	21073.92	1804.537	8178.736	NA	2643.436	5299.794	14373.54	12744.35	30568.06	NA	NA	16249.23	16143.24	27706.53	NA	29918.29	NA	26314.17	32524.27	2064.747	NA	NA	7830.575	NA	NA	NA	NA	NA	NA	22122.36	11974.4
Q96CP2	NA	NA	NA	NA	NA	12806.98	1804.537	NA	NA	NA	NA	12806.98	589.5639	NA	NA	NA	25844.29	7930.744	NA	NA	NA	NA	NA	NA	2064.747	NA	NA	NA	NA	18128.35	NA	NA	NA	NA	21073.92	11223.05
Q9NQT8	NA	NA	NA	NA	NA	NA	1804.537	NA	NA	29987.47	11974.4	NA	NA	NA	5255.061	NA	NA	NA	NA	NA	NA	NA	NA	NA	2064.747	NA	34386.66	33768.27	15116.91	NA	NA	NA	NA	NA	NA	NA
P09382	183893	404349.8	129969.2	746003.9	138965.2	494067.2	820257.2	341137.2	207384.7	79299.88	129657.7	435248.4	160172.7	438752.3	145114.2	462133.9	225598.7	134561.7	179177.4	390317.5	126743.6	789446.1	144761.6	499422.8	692332.5	336790.8	211640.5	83114.39	134561.7	411215.5	163494.7	435248.4	114921	446678.9	210269.6	138626.9
P19404	132404.4	61068.98	165285.9	90139	190390.4	95493.71	176759.1	65477.99	148739.1	136875.9	162665.9	68597.03	144058.2	57080.76	190390.4	88271.58	78547.77	109273.7	118793.4	70903.29	185750.3	82784.11	175808.5	102533.7	188742.5	62503.04	137982.3	138230.1	166291	79704.06	125612.2	68707.95	179981.9	96590.73	78923.71	105177.9
P49006	3207.247	24059.86	NA	29369.22	NA	23144.21	1804.537	NA	511.5944	1065.997	1328.603	10577.49	511.5944	23741.29	1459.711	13339.99	13642.38	6142.9	3768.506	NA	NA	31231.34	NA	NA	2064.747	NA	NA	3303.397	NA	NA	NA	NA	NA	NA	19912.98	NA
P49773	112930.6	248839.1	105371.4	101915.9	107375.7	249685.3	79458.77	97932.12	111940.8	81054.54	99238.84	160691.3	104642.9	215427	107375.7	188132.1	126743.6	114678.3	116010.1	252846.2	110778.1	100833	92973.8	265761.1	2064.747	144444.7	111940.8	70903.29	99238.84	166291	104937	230373.5	105371.4	206752.5	136362.2	108770.2
Q12931	74915.41	70145.77	83236.9	123135.8	92512.37	63732.6	1804.537	175372.7	52700.48	73200.35	97140.59	121324.4	84980.21	91628.1	92823.65	131151.9	191537	212997.3	82644.38	98460.75	84980.21	57623.34	93981.03	57737.64	82644.38	176759.1	59432.1	79458.77	93587.75	78216.51	94484.9	95057.05	78923.71	136362.2	184650.5	193664.8
P00738	331530.5	940142	1686138	940142	183893	306071.8	940142	178255	NA	NA	435248.4	805128.4	670786.9	789446.1	384629	276628.6	208762.6	104937	317227.1	913960	1686138	1057986	181573.2	284934.5	775969.2	159751.2	43184.22	NA	404349.8	789446.1	659554.4	838302.9	362020.8	296507.9	189251.4	91995.3
P06280	21010.82	NA	NA	NA	20517.91	NA	1804.537	13990.29	NA	10943.8	27796.91	NA	NA	NA	23275.02	NA	26438.35	24411.29	15951.23	NA	NA	NA	26093.67	NA	2064.747	29655.42	NA	19912.98	31585.28	NA	NA	NA	35176.2	NA	43815.97	41576.85
P46783	80903.05	124830.2	82784.11	227900.3	76787.62	140112.6	92200.62	67233.22	72635.24	152627.3	81771.48	110778.1	89349.21	115306.4	94670.18	132774.2	63816.85	121022.2	84820.41	121022.2	87306.25	257434.6	81957.89	84185.7	72866.16	72396.48	64454	143697	58932	74546.25	88571.8	79458.77	84319.78	132404.4	75506.47	90344.08
P08865	131429.8	187566.8	137596.7	357417.6	125612.2	211640.5	196208.5	135737.2	136875.9	179524.6	120491.1	192915.6	129359.2	180535.1	123432	255122.1	192312.2	227161.7	123135.8	194290.6	142306.8	362020.8	117967.3	224837.6	116824.3	140860.9	133921.9	180535.1	133014	186398.9	138626.9	189860.5	120716.2	243907.9	192312.2	201171.9
P46776	NA	NA	100833	265761.1	NA	154819.9	211073.8	125612.2	88709.01	102711.5	97572.19	153483.2	89057.4	NA	NA	138965.2	217235.1	178745.3	NA	NA	77594.36	233372.9	NA	198832.2	67021.12	122599.5	105601.5	115537.1	95057.05	172028.6	37292.4	NA	NA	157629.9	243907.9	165285.9
O75717	NA	NA	NA	289533.3	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	338839.7	NA	NA	NA	NA	NA	263299.1	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	343262	NA	NA
P12268	15633.69	37621.73	7331.05	47101.82	25737.06	27191.27	1804.537	26093.67	11279.85	17080.19	18280.42	32270.84	10993.77	44536.32	18128.35	57623.34	38576.91	43023.31	12617.18	41233.21	13793.52	54478.54	NA	32940.66	2064.747	28846.59	20398.12	21634.76	31231.34	32105.01	21131.38	46628.66	31161.06	61451.06	40858.49	41840.21
P23378	19577.77	NA	13041.81	NA	45258.62	NA	1804.537	37448.41	24907.94	NA	32661.95	NA	21261.03	NA	9559.831	NA	28846.59	34116.76	NA	NA	NA	NA	41493.97	NA	2064.747	27191.27	18128.35	NA	31797.32	NA	30488.41	NA	NA	NA	42255.78	16830.28
P13987	NA	55348.78	NA	78414.15	NA	45174.88	124568	NA	51615.29	69163.65	NA	NA	NA	99238.84	66704.82	NA	NA	90139	NA	NA	NA	86222.4	NA	NA	87502.26	32105.01	72021.55	59540.84	NA	77225.75	39084.55	90661.31	75400.28	NA	69379.76	87502.26
Q9BXD5	33573.36	NA	51690.71	22778.52	38576.91	NA	1804.537	23318.47	33325.86	NA	41004.78	NA	34916.06	NA	NA	17524.55	NA	NA	36763.92	NA	52110.31	20215.77	37386.23	NA	2064.747	18592.77	26563.48	NA	39005.52	NA	33003.64	NA	NA	NA	NA	NA
Q969X5	NA	122047.2	NA	228946.3	NA	104101.6	1804.537	NA	NA	83666.14	6211.608	84689.84	7830.575	102888.3	5920.558	140112.6	15398.22	105857.7	10649.17	118269	13990.29	240932	14049.16	70504.27	2064.747	NA	NA	46957.7	NA	22378.06	NA	NA	NA	72021.55	NA	NA
P06703	362020.8	597545.5	554483	1798994	582535.7	670786.9	805128.4	820257.2	484624	347082.5	534962.2	315748	427428	682653.9	789446.1	315748	327799	484624	387432.2	775969.2	549609.4	1798994	566103.9	760797.8	544909.7	885197.1	509155.2	349248.8	351190.2	312295.6	414661.1	775969.2	789446.1	370040.5	513437.9	494067.2
Q9Y6C9	73854.19	NA	70713.02	60140.21	82242.07	NA	137175.1	111753.2	84009.8	59642.93	86569.11	58862.08	89804.98	134798	88437.7	55100.23	101915.9	71252.19	73631.49	NA	83666.14	63188.02	82784.11	NA	62940.28	101732.7	71139.86	69039.96	27706.53	NA	87306.25	NA	80741.56	NA	NA	75858.83
P31947	NA	NA	NA	58932	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	61068.98	NA	46418.59	NA	NA	NA	NA	NA	64790.49	NA	NA	2064.747	NA	NA	45944.75	NA	NA	NA	63548.54	NA	53026.19	NA	NA
Q13596	37526.54	34386.66	41493.97	28403.81	19448.14	32198.97	52110.31	16477.31	30102.47	32940.66	33913.38	34176.42	38870.96	34787.12	19247.7	23207.51	21949.83	13938.17	10354.9	38072.94	42192.1	27432.72	16953.34	33325.86	2064.747	20640.29	33069.91	36144.33	39497.49	39433.16	41135.21	38511.05	23275.02	NA	37940.34	NA
Q6UB99	NA	171594.5	202049.2	NA	110778.1	221565	1804.537	169817.6	NA	147792.9	NA	446678.9	NA	NA	175372.7	NA	NA	190390.4	NA	181096.8	204267.4	NA	NA	234531.6	2064.747	177210.9	169404.2	152627.3	NA	NA	NA	NA	NA	NA	NA	164343.5
P23297	NA	NA	NA	NA	NA	NA	162665.9	29176.41	67749.81	NA	24335.52	NA	31865.32	NA	30927.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	113400.3	NA	40738.93	NA	20961.99	NA	NA	NA	NA	NA	NA	NA
