Protein	P1Na	P2Na	P3Na	P4Na	P5Na	P6Na	P7Na	P8Na	P9Na	P10Na	P11Na	P1Ta	P2Ta	P3Ta	P4Ta	P5Ta	P6Ta	P7Ta	P8Ta	P9Ta	P10Ta	P11Ta	P12Na	P13Na	P14Na	P15Na	P16Na	P17Na	P18Na	P19Na	P12Ta	P13Ta	P14Ta	P15Ta	P16Ta	P17Ta	P18Ta	P19Ta	P1Nb	P2Nb	P3Nb	P4Nb	P5Nb	P6Nb	P7Nb	P8Nb	P9Nb	P10Nb	P11Nb	P1Tb	P2Tb	P3Tb	P4Tb	P5Tb	P6Tb	P7Tb	P8Tb	P9Tb	P10Tb	P11Tb	P12Nb	P13Nb	P14Nb	P15Nb	P16Nb	P17Nb	P18Nb	P19Nb	P12Tb	P13Tb	P14Tb	P15Tb	P16Tb	P17Tb	P18Tb	P19Tb
Q96CT7	1	2729	2709	2169	2656	1804	2219	2093	2194	1	2989	4638	1	11811	4636	1	1	4278	2763	3454	3330	4301	2220	3276	2145	2274	1913	2015	2990	2994	4613	5768	6671	3633	6259	2840	5274	1680	1	2605	2244	1	2216	1	2144	1	1	1	2758	4413	1729	12769	5052	1	1	3434	2676	2780	1	4706	2552	1	2119	1	1986	2041	2372	2684	5122	5688	6592	4152	5720	3125	5533	1367
Q96CW1	4399	7151	7099	4455	7508	5329	6715	5196	6231	1	6076	10541	3455	1	6558	4688	3064	6561	6489	6026	1	6095	1	1	5302	5667	4100	4813	4124	6512	7391	10337	10136	10121	6131	5435	9203	4837	3482	6200	7875	4245	6487	5735	7015	5022	5845	1	5486	10414	1	4096	6536	5305	2503	6201	5455	4432	1	5590	3631	29186	5333	5016	4634	4889	4613	4868	6257	9498	10438	9642	1	4764	8756	5072
Q96CX2	2789	32102	16799	1	17106	3965	3918	2504	4564	1	4852	1	3045	1	4507	3432	1	1	3992	1	4648	1	1	1	1	8796	2222	1	2711	1	6289	3553	1	14509	2663	33595	3255	8235	1956	26744	15503	3558	15797	5097	4277	2015	3761	1	4553	1	1	1	10293	2995	1	1	9163	1	1	1	1	1	1	2428	1	1	2863	1	6396	3379	1	13407	1	27036	1	3217
Q96DC8	35910	1	1	15206	41507	14053	27164	1	27811	1	1	1	4412	23004	1	1	1	13195	16826	1	1	6464	17227	1	1	19557	29517	22654	30553	38749	40016	28374	1	16436	17256	1	21462	22156	28555	1	1	12584	36497	5232	24607	1	25636	1	11237	1	4465	21369	1	1	1	12618	13861	1	1	13323	12397	1	1	16664	26236	19459	29031	35938	38957	23674	1	14160	14085	1	18847	17063
Q96DG6	58039	2991	32394	49860	44599	13727	64069	56405	74479	30657	77985	5369	4426	14090	16226	8165	2813	48110	14613	34162	59448	43139	40196	65815	55093	11914	40456	38523	51514	57080	32283	32676	4248	19511	21101	16759	7887	7343	51533	3407	32693	44472	43478	13225	61802	54292	65851	29829	69585	2322	4893	12999	13119	8008	2630	44658	12116	32042	57853	38287	42641	62793	53021	8603	32949	35581	50959	47765	31466	28142	7799	3612	21019	14196	8545	7374
Q96E29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59029	1	1	26726	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96E39	1421	2063	2348	1	3016	1	1862	1705	2526	1	2920	4126	1418	1987	2246	1547	1472	4149	3455	2218	1	2678	465	1	1678	1	1	1	1	1	3586	1807	4067	1109	3586	1	2756	2685	1164	2375	2039	1	1987	1	1421	1654	2452	1	2582	3913	1884	1906	2351	1990	1525	3689	3171	2218	1	2270	1	1	1397	1	1	1	1963	1239	3506	1602	3218	1	3685	1	2707	2092
Q96EK6	9555	1	8511	12890	11233	5327	11913	11981	20643	1	16811	5945	2089	3199	2424	3121	2425	3738	7535	13117	545	14695	12052	1085	12066	7078	9432	8844	11644	13880	17065	9018	6325	5208	7997	3461	30131	10108	7815	1	7300	9352	10228	4949	10568	11090	19015	1	19454	5411	2994	3099	2684	3219	1937	4072	7048	12467	1	14266	10252	883	11174	6283	9022	10069	10917	10623	16055	8692	4531	4454	7098	2660	27194	9024
Q96EK9	1	1	1	1	1	1	1	1	1	1	1	7102	1	1	1	1	1	1	1	1	1	1	1	649	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	728	1	1	1	1	1	1	1	1	624	1	1	1	1	130	1	1	415	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96EL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12375	1	1	1	20244	1	1	1	1	1	1	1	1	25672	11548	15832	10813	9001	1	22815	1	1	1	1	1	1	1	1	5999	1	1	1	1	1	1	1	1	1	10719	1	1	1	21308	1	1	1	1	1	1	1	1	20520	9055	14194	1	8470	1	20187	4995
Q96EY1	3885	1	4011	3115	4417	1575	5197	3866	4142	30992	4935	228961	1	1	1	1	1	7581	6415	5325	1	5167	5127	32149	4653	2478	3816	4013	5147	3550	9777	4707	1	3602	5095	3788	10450	2169	3322	1	3168	3551	3325	1654	4217	1	3784	1	4865	1	1	1	1940	1	1	6610	4986	4114	1	5628	3866	31444	4169	1	2423	3637	4294	3629	8376	3987	5810	3301	4504	2499	10043	2579
Q96EY7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4877	5808	4137	1	1	13578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4677	5723	4002	1	1	12705	1
Q96F10	9600	1	8968	15503	10496	1	10945	13577	16786	1	11060	1	1	1	4770	1	1	17064	5506	1	1	5929	7797	1	8850	5024	7047	6569	10034	7950	1	12469	11292	1	1	1	1	11438	9248	1	8954	14754	9619	1	11157	13582	17752	1	12664	1	1	1	3845	1	1	19024	6054	1	1	5255	7946	1	9127	1	7820	6182	8845	7181	6370	10259	10627	1	1	1	3231	9799
Q96F85	1	4533	2530	1	2943	1191	1	1	2245	1	1	23951	3535	1	2124	1	1	1	1502	1	1	1	1	1	1	1	1	1	1	1	1	1349	1	1	1	3279	1	1	1	3606	2274	1	2582	1	1	1	2328	1	1	1	3329	1	1736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1011	1	1239	1	3639	1	1
Q96F86	1	1	1	1	2911	1	1	1	1	2088	1	1	1	1	1	1	1	1	1	1	5868	1	1	6868	1	1	1	1	1	1	1	1	1	1	1	1	1	1	928	1	1	1	2529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6224	1	1	6711	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96FK6	1	1	1	1	1	1	1	1	1	11292	1	1	1	1	1	1	1	1	1	1	35905	1	1	29540	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27965	1	1	25478	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96FQ6	234	1165	931	1	1	699	1	518	775	1	777	3404	1574	1	1631	2605	1806	1	1319	1	1	1	415	1010	595	727	598	518	804	441	2966	1	3143	698	2424	2142	699	1	1	1087	955	1	1	1	1	364	699	1	779	2627	1112	1	1496	2165	1451	1	778	1	1	1	1	906	494	520	545	519	829	1	2626	1	2400	726	2786	1603	597	1
Q96FS4	4741	13040	6591	5309	8066	6484	7751	4974	6178	1	8805	5388	5287	6481	11618	6001	5403	8569	8082	6493	1	8846	3455	7380	1	1	1	1	4386	4484	10546	7370	5514	10356	1	13341	7278	6252	5445	14214	6944	1	6844	5700	6572	5101	6332	6908	7589	5517	6032	7205	11612	6228	4381	8641	8647	5672	7138	7974	3563	4605	5236	1	4073	1	1	4695	10492	6334	4849	10167	1	13309	5947	5592
Q96FV9	1	1	119822	1	1	77548	1	1	1	56796	58510	1	1	1	1	1	1	1	1	1	61101	1	1	57632	1	1	1	1	1	1	64528	1	1	1	1	1	1	1	19875	209531	1	33194	1	71124	1	1	60435	53452	1	1	28531	1	68013	1	1	1	75501	1	62763	1	1	38464	1	1	1	1	1	1	49682	1	1	1	1	111721	1	18625
Q96FW1	6987	9532	10792	8268	10735	12107	9901	9485	10987	1	10024	5592	1	1	13903	2579	1	12897	11067	6256	3117	12543	7566	11104	1	11402	5794	7055	6252	6234	13359	18622	26270	19275	15997	12594	31912	6746	5463	5996	9970	8082	11018	10224	7323	10079	9928	1	8035	5719	1	1	15138	1907	2685	11849	10998	1	7371	12578	6025	10795	7093	10354	4867	6410	5539	5826	11567	18756	25902	16682	12562	11418	29019	5234
Q96FZ2	18590	1	1	16383	10469	1	18830	17465	13549	1	20314	1	1	7164	1	1	1	1	4333	12383	1	1	36448	1	24175	1	21002	18119	23392	33448	13968	1	1	1	8293	14750	1	1	16169	1	1	13450	1	1	17488	16682	10499	1	19561	1	1	1	1	1	1	1	1	12346	1	1	35212	1	23170	1	19532	16830	21362	32169	13736	1	1	1	6853	11808	1	1
Q96G03	17604	16303	35305	7610	39432	12585	35226	32107	31142	4478	31505	12171	6685	8624	16192	15118	3888	32898	20680	52768	6524	15709	25428	12519	25384	11688	23386	12127	17401	13425	25362	21788	52095	21820	89227	21598	19694	14015	20654	15679	30288	19836	38084	1	32630	29299	32775	4225	31429	12490	6069	5343	23486	14615	6794	32190	19793	48816	6291	17146	22488	10515	17222	12884	19131	11800	22541	12486	23675	22221	51458	13165	86354	20499	16560	9477
Q96G21	40909	1	29593	41787	39357	20269	52353	38833	29862	10143	52725	1	1	18670	1	1	1	17344	7176	29097	1	19943	57313	1	51531	23710	31547	32043	23698	46417	31008	1	1	1	1	10719	6165	5614	39020	1	26617	40680	36061	19118	50405	38564	48925	4509	47545	1	1	17467	1	1	1	14314	6505	29028	1	20404	55474	1	51017	18552	28633	27418	40700	44008	24177	1	1	3901	1	11654	6252	6017
Q96G28	1	1	1	1	1	1	1	1	1	39847	1	1	1	1	1	1	1	1	1	1	1	1	1	51613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42552	1	1	1	1	1	1	1	1	1	1	59637	1	1	43962	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96GD4	2378	18009	13200	1	5481	9358	1	2349	1	8398	6364	1	5939	1	7281	2841	1	1	2861	1	13918	1	1	1	1	1	1705	1	1	1	1	1	1	3274	1314	9776	1	1	1	19250	15427	4157	6613	10031	6819	2349	3063	7613	2291	1	4427	1	6684	1	1	1	1	1	1	1	1	7562	1	1	2043	1	1	1	1	1	1	1	1	8084	1	4821
Q96GK7	53293	3584	32803	40319	43891	25081	66063	58526	51827	2821	64427	6978	4431	15552	4324	1	1	32097	16907	22093	1	12950	64672	1	61235	27820	42572	46561	49204	74502	33728	20168	7099	14463	17908	16183	5768	8757	45838	3222	31378	41015	39073	23918	60753	55343	47822	1	58386	5898	3946	14093	4840	2555	1	30599	15681	19194	1	13211	61080	1	55539	27656	41507	45279	48973	69989	33285	18533	11972	13718	16955	15122	10445	7575
Q96GM8	1	8412	17736	25911	1	1	16421	1	21892	1	31447	13757	1	1	6784	1	12426	11501	1	10889	1	19736	1	1	19608	1	19353	18233	22076	14465	21267	24393	39979	14414	1345	19076	20155	1	15706	1	14876	17730	14889	1	14899	25659	21475	1	1	10928	6722	1	1	1	1	8283	1	7512	1	18045	1	1	15367	7691	14642	1	1	1	18667	1	35073	1	1	1	18724	1
Q96GQ5	1	1	1	81173	1	1	1	1	1	69654	1	71402	1	76236	1	72854	70622	1	1	1	60708	66757	53912	54646	1	1	55738	1	65928	1	1	1	1	57807	1	1	1	46395	55779	1	1	77240	1	1	1	1	1	51599	57897	58131	1	62638	64924	1	38875	64865	59320	1	59349	1	54343	50396	1	55131	53675	1	1	1	1	1	1	1	1	1	1	47838
Q96GQ7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3096	1	1	1	1	1	1	1	1	1	1	1	1	7512	6389	5071	1	1	11748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7180	5205	4972	4592	1	10934	1
Q96GW9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	853	878	1	647	1	1	1	1	1	1	1	1	1	1	1	800
Q96HC4	12058	22608	18049	12157	20162	11444	16437	16067	21843	1	20990	6910	12730	5565	15031	15201	3154	12723	16597	12099	1	5209	10389	1	10211	9542	10689	8661	12416	12020	18808	3172	9951	17392	6409	23598	11232	7059	11953	19968	17070	11802	17257	10074	15236	15537	20355	1	19197	5967	9262	4869	15134	15459	1	11692	13467	4375	1	5340	9019	1	10606	9387	7813	7739	11482	11609	18396	7992	9046	16447	6814	21424	10377	6628
Q96HD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32349	1	1	19489	1	1	1	1	1	1	1	1	1	1	1	58974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32103	1	1	1	1	1	28819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52705	1	1
Q96HE7	1294	1	1	1	2918	1	1	1	1	22613	1	1	1	1	1	1	1	1	3252	1	1	1	1	1	1	1	1	1	1	1	1	2611	10240	3260	1	1	11666	1	1	1	3235	1	1	2121	2617	1	1	23001	1	1	1	1	1	1	1	2535	3173	1	10452	2304	1	18098	1	1	1	1	1	1	1	2533	8620	1	1	1	11746	1
Q96HH9	50501	241056	321739	64285	194375	213982	61316	56905	255317	90155	209368	151098	350533	42589	83995	69846	347183	32243	143360	232910	38618	1	43076	65797	109846	126237	104029	183931	178462	85697	1	53461	124655	1	43967	84674	82600	45989	22334	196019	355083	59764	175871	213472	59387	59198	221661	72870	188284	117068	324195	35619	83274	71873	328755	31968	138582	268118	33747	48367	41159	69698	77335	141754	100149	154181	152754	69662	1	50646	93788	131754	45103	83885	87312	58404
Q96HR9	103389	6489	56208	88726	65079	50253	80658	82030	66140	13600	82997	7695	6977	6103	11473	1	1	86673	27702	46803	1	44740	45572	16506	67419	38629	66155	51948	56279	66099	55795	17740	37996	29758	61264	43327	4100	26100	97617	1	49182	76138	53811	43759	74351	82471	61437	13454	83003	8077	6277	6306	11433	1	1	78141	26786	42239	1	40589	43292	16918	67840	38830	61378	50131	57891	68538	59823	18123	34242	31421	60280	41863	4327	24605
Q96HS1	9284	1	7231	8897	9046	6132	11034	8663	8308	1	10378	12563	1	1	6592	3670	3091	8666	6408	12062	1	11300	6617	1	11265	7563	8921	8564	10082	10604	15326	8414	8773	10964	14712	5098	9085	6641	6692	1890	7311	7819	8307	4203	11225	8642	8148	1	12324	12377	2196	2865	6467	3230	3068	7923	5347	11428	1	9491	7816	1	11582	6996	7614	7257	9906	10584	15191	8025	8772	10001	14999	5201	8358	5281
Q96HW7	1	1	1	1	1	1	1	1	1	6691	1	1	1	1	1	1	1	1	1	1	11850	1	1	14572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10381	1	1	14469	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96HY6	8783	7026	10997	8489	11444	4862	11031	8740	9329	1	10063	1	1	1	7129	1	1	6736	9427	8056	8170	7611	1	1	6801	3259	6868	5069	7515	1165	10518	6795	17111	6327	9000	6083	9804	5094	6677	4102	9233	7093	9082	2844	8384	9625	8647	1	9374	1	1	1	6556	1	1	5062	8324	6505	1	6319	1	1	1165	2929	1	4350	1	909	9857	6793	14647	5450	9729	7407	9200	3673
Q96I15	9544	1	10741	11688	18384	8344	14453	9539	16210	1	15168	1	1	7787	8827	1	1	16632	12277	1	1	1	9151	1	14080	6930	9314	6749	10759	9738	20497	24005	10447	8163	7723	6080	9559	14609	8904	1	10470	10451	16080	8625	13216	10224	13297	1	14545	1	1	7571	10622	1	1	18111	10541	7157	1	10039	8148	1	14809	5948	7804	6107	9714	10477	20717	22942	8570	6431	7857	4871	9336	13297
Q96I24	9763	4395	9186	11327	8674	6215	12860	9439	13344	1	6965	11985	1	1	8169	1	1	12373	10527	9240	1	8302	1	1	9856	5106	4467	1	5389	5315	17766	17917	27371	14644	15133	11468	28435	4978	8621	8287	11209	4239	12371	1	4846	5852	11236	1	6420	11819	1	1	12657	1	1	11131	13361	1	1	7114	4591	1	3226	1	3970	1	8339	1	17487	18760	25215	12000	13629	11815	25854	2839
Q96I25	1	1	1	4229	1	1	1	1	1	1	1	1	1	1	2453	1	1	6002	2889	1	1	1	1	1	1	1	1	1	1	1	1	11293	12642	1	12971	1	16166	2554	1	1	1	1	1	1	1	3818	1	1	1	1	1	1	1	1960	1	5850	2737	1	1	1	1	1	1	1	1	1	1	1	1	7079	12473	1	1	1240	15093	1
Q96I51	1	1	1	1	1	85432	1	1	96482	34411	83636	48612	135813	1	1	1	142285	1	1	1	15211	1	1	25593	1	1	35948	1	1	1	1	1	1	60565	1	1	1	1	1	1	151725	1	1	1	1	1	1	26261	1	1	124436	1	1	1	127896	1	49730	1	14819	1	1	26023	1	58969	1	1	1	1	1	1	1	1	1	1	1	1
Q96I59	1	1	1	855	1	1	1	1	1	1	1	1	1	1	1	1	1	1239	984	1	1	1267	1	1	1	1	1	1	1	1	1	1498	1652	1	1	1	5089	1	1	1	1	805	1	1	880	1	1	1	1	1	1	1	1	1	1	983	1	1	1	1473	1	1	1	1	1	1	1	1	1	1240	1625	1	1	1	3943	1
Q96I99	47675	10288	78822	53726	60652	57440	67079	58655	78753	61332	76587	65214	30771	52703	17823	29799	8828	53861	50666	28430	83467	48797	49939	106853	62269	68911	59490	27692	29468	55160	66278	16904	87933	73892	73485	52860	56106	32066	45369	8567	65227	52179	64038	52969	64075	55516	65723	10088	71312	65045	41622	47294	35747	30497	39498	55101	47944	25191	86927	48463	48014	91769	57510	71286	51562	51269	30327	58702	64815	34045	80495	71973	74610	45965	52439	31306
Q96II8	8913	1	8658	11712	8948	5678	11954	9953	15441	1	11890	1	1	1	1	1	1	1	7025	12285	1	9377	7679	1	8144	1	6402	1	7889	9077	7455	1	1	1	1	1	6048	1	7660	1	10075	12249	7296	1	9948	10465	13232	1	11628	1	1	1	1	1	1	1	7819	12443	1	9436	7714	1	8569	1	5015	4580	7556	8000	7221	1	1	1	1	1	5810	1
Q96IJ6	2554	1	3636	3637	3766	1678	3353	2760	3917	1	2427	4173	1	1498	1	3071	1883	2607	2045	3012	1	1	2656	1	2758	1703	2425	2890	2813	3038	3379	4123	4227	2198	4687	2713	1	2829	2423	1	2964	2556	2834	2011	3145	3326	3145	1	3988	3504	1	1	2274	2611	1935	2555	1891	2787	1	1	3456	1	2688	1499	1937	3296	2608	2681	3844	3738	3195	2173	4382	1	1	1
Q96IU4	93035	42420	96428	121094	127156	70257	149079	136484	138754	14046	147676	16706	19606	11365	56065	8613	8605	33749	43091	84548	6742	116758	95390	14376	124120	52576	76068	85910	94208	129274	97350	167075	88907	39889	34594	65002	44395	48858	82172	36071	87588	105612	117661	60499	129271	137262	131072	12598	132366	15467	17874	10837	51661	7596	6114	33086	40365	72880	6416	110223	93610	12766	115786	49656	76036	90874	91495	125799	92744	153543	82390	35442	32172	57954	40508	44552
Q96JM3	1	1216	1	1	1	1	1	1	1	1	1	4890	1	933	1419	1220	1	1242	1	1	1	1	1	1	1	1	1	1	1	1	1362	1342	3578	933	2602	1	2217	1	1	1	1	1	1	1	1	1	1	1	1	4169	1	1	1576	1115	986	1137	1	1	1	1	1	1	1	1	1	1	1	1	1087	1	2731	1	2397	570	2117	1
Q96JM7	104046	210361	127444	122794	145570	94205	127647	109087	101410	1	92336	75827	51550	59880	132199	118160	57155	104925	124178	67313	12645	77525	64243	1	70271	79024	68750	64460	69252	66944	184987	114955	160733	157654	141507	274395	111666	91988	92077	195397	128241	107910	132146	86394	118852	102753	105829	6463	99595	75308	53002	55424	134409	109655	55418	104840	120157	63112	13270	76751	61273	24576	68167	78280	64933	65822	70110	69024	182793	114904	157829	153673	135466	294791	114287	83797
Q96JY6	8190	12786	9132	8168	8737	4213	10078	9664	11421	1	9658	1	7684	4525	5294	1	1	6069	4337	14999	1	1	8605	1	8761	5060	7095	4793	7405	8603	1241	3054	1	879	1	9018	3488	5734	8156	12000	7131	7657	8815	4030	10150	10340	9998	1	9866	1	7086	4415	5214	1	1	6225	1	14612	1	1	8094	1	8148	1005	5993	5632	7255	6784	1	1	1	1	1	7724	1	4311
Q96KP1	71558	118773	89624	1	92718	71767	85969	64262	1	37269	68438	109486	30466	50500	151391	91061	87640	93204	75791	65842	52451	68031	64024	99331	68637	81611	72033	70487	67274	74091	172323	149584	237972	147743	188199	134618	183483	66553	61425	109359	83768	63029	84330	64173	85431	66114	1	33838	70780	99546	27946	42358	157244	78261	76537	87746	72742	61443	48578	66273	63235	87387	60730	78767	64838	66118	60049	64415	167320	134923	229779	138609	189414	135287	165621	61565
Q96KP4	155953	25050	125069	196092	123725	80593	214051	199860	167261	11904	212782	109183	21453	49486	39790	18473	19600	30792	163297	64502	9857	101092	142226	14297	167520	72298	90956	143451	175452	200406	114731	60904	167692	40514	14831	67030	211718	55781	152214	20532	115226	183159	117795	38667	199442	197666	154797	11599	201637	99750	21733	45321	20010	18703	17676	29461	156413	58079	9047	96883	137978	13909	164559	69942	141128	169345	167929	194071	112306	82007	154688	39362	14891	30772	210131	48851
Q96L92	1	1625	1	1	1	1	1421	1	1	1497	1498	1	1	1	2086	1085	1	2663	1885	1	2013	2036	1	1	1	1	1	804	1	1	3779	3401	3300	1292	3574	2241	1575	596	1	1525	1	1	1	1	1	1	1	1	1086	1578	1	1	1882	879	1	2425	1340	1	1	1447	1	2144	1	1	1	700	1	1	3040	3450	3113	1600	4147	2194	1579	1
Q96LB3	1	1	1	1	1	1	1	1	1	10753	1	10106	1	1	1	1	1	1	1	1	1	1	1	18406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10900	1	1	1	1	1	1	1	1	1	1	22537	1	1	16815	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96LJ7	20559	1	13033	17064	16486	1	17649	14522	17245	1	10331	1	1	1	1	1	1	19087	1	10590	1	1	1	102305	12787	6618	10819	10165	12295	14305	11262	6748	1	1	1	1	1	10530	17658	1	10850	18832	13944	1	15925	13325	16195	47211	1	1	1	1	1	1	22894	18448	1	1	1	1	9510	1	12887	7666	12766	10392	9555	13176	9728	6287	1	1	9357	1	1	8556
Q96LU5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96LW7	83480	1	1	99908	1	1	1	1	1	65800	1	60133	1	42369	1	67309	1	1	1	1	139937	1	118480	96667	66767	74427	74583	1	52783	54807	1	1	1	1	1	1	1	67971	105438	1	1	72719	1	1	96499	86030	1	95556	77637	69680	110880	1	1	1	1	1	1	1	59432	55010	56918	117991	63369	71747	1	1	116431	75205	1	1	1	71533	1	1	1	60221
Q96M27	1	1	1	1	1	1	1	5346	1	1	1	10524	1	3248	5613	7512	1	8427	6035	6918	1	6449	1	1	1	1	1	1	1	1	9813	14539	26696	8025	7159	1	7598	4594	1	1	1	1	4715	1	6524	3380	1	1	1	1	1	1	6160	6964	1	18400	6040	4431	1	5699	1	1	3610	1	1	2760	1	1	18490	13961	13478	14863	1	1	6502	1
Q96MF7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	92215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	87247	1	1	1	1	1	1	1	1	1	1	26033	1	1	93956	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96N67	1	1	1	1	1	37592	1	1	1	28730	1	1	1	1	1	1	1	1	1	1	6631	1	1	27218	1	1	1	1	1	1	1	1	1	88702	1	1	1	19521	1	1	1	1	1	34630	1	1	1	25188	1	1	1	18129	1	1	1	1	1	1	7121	97165	1	21946	1	36773	1	1	1	1	1	1	1	81332	1	1	1	20742
Q96P48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	147371	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88906	1	1	1	1	1	1	1	1	1	1	1	1	1	128174	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96P70	1	1	1	1	1	1	1	1	1	156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96PE7	62587	5583	48731	81377	69449	15127	90969	86462	107497	1	51136	9136	9018	9151	18976	7582	1	27949	53608	100151	1	34173	54239	1	60551	24868	58053	14905	67464	71612	46752	48408	30887	17485	32767	8561	23508	37431	54054	4402	47006	74842	60909	13032	88301	78245	98528	1	48324	8363	9200	8178	17567	6180	1	25388	14319	92818	1	31764	50694	1	57676	10047	51177	14455	66619	68776	42048	44389	27429	17290	11218	6920	22690	32213
Q96PK6	160153	1	38057	172058	1	1	246263	296612	30727	50908	347055	234621	1	53694	49169	22234	26641	73649	126034	64198	29133	43406	124972	18885	216030	98956	189091	1	127011	232087	126089	1	70151	132294	123240	1	52539	129605	152774	1	34435	188378	327543	28542	248447	1	1	35829	1	198075	118994	49637	99748	28119	24055	51460	30638	340244	29512	45823	121167	17954	190163	95734	159117	152292	125736	211915	119043	47133	64994	44655	119079	1	53099	41170
Q96PU5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	260	1	1	1	1	1	1	1	1	1	234	1	1	1	1	1	1	1	416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96PU8	1	1776	1	1	1	1517	1	1	1	1	2246	9300	1646	2614	2598	6672	1	3084	1	2084	1	2698	1	1393	1522	1443	1364	1	2239	1908	11089	8956	12431	6495	10604	1856	9215	2528	1	1	1750	1	1	1	1	1	1	695	1	1496	1520	1	6930	6218	1	2011	1417	1	1756	2776	1753	1	1626	1	1182	1	1	1776	1	3707	10009	2546	10834	1	3188	1
Q96PY6	1	1	1	1	1	1	1	1	1	1	1	1	1	4331	1	1	1	1	1	1	63281	1	1	193584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	215576	1	1	32086	1	1	1	1	1	1	1	69138	1	1	177907	1	123525	35639	1	1	1	1	1	1	1	1	1	1	1
Q96Q05	1	1	1	1	1	1	1	1	1	67293	1	1	1	1	1	1	1	1	1	1	48834	1	1	57771	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53615	1	1	1	1	1	1	1	1	1	1	41124	1	1	49059	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96Q06	9499	1	1	1	1	1	5516	6201	1	1	6156	22007	2961	5212	13814	1	1	1	1	723	1	5986	1396	1	6997	1112	5648	6087	1	8032	1	16530	3099	6942	1	1	1	6257	6338	1	1	1	2051	1	5233	7492	1	1	9066	20611	3197	1	12558	1	1	1	1	1	1	6104	1342	1	2731	982	4564	5593	1	8267	1	15425	1555	1166	1	1	1	6161
